angle; absoluteError; relativeError
2;186;1,11022302462516E-16;1
2;188;0;NaN
2;190;5,55111512312578E-17;1
2;192;1,11022302462516E-16;1
2;194;0;NaN
2;196;2,77555756156289E-17;1
2;198;0;NaN
4;2;0;NaN
4;4;0;NaN
4;6;1,11022302462516E-16;1
4;8;0;NaN
4;10;1,11022302462516E-16;1
4;12;5,55111512312578E-17;1
4;14;1,11022302462516E-16;1
4;16;0;NaN
4;18;3,46944695195361E-17;1
4;20;0;NaN
4;22;1,11022302462516E-16;1
4;24;5,55111512312578E-17;1
4;26;1,11022302462516E-16;1
4;28;1,11022302462516E-16;1
4;30;1,11022302462516E-16;1
4;32;0;NaN
4;34;1,11022302462516E-16;1
4;36;0;NaN
4;38;0;NaN
4;40;3,46944695195361E-18;1
4;42;0;NaN
4;44;0;NaN
4;46;1,11022302462516E-16;1
4;48;1,11022302462516E-16;1
4;50;0;NaN
4;52;1,11022302462516E-16;1
4;54;0;NaN
4;56;5,55111512312578E-17;1
4;58;1,11022302462516E-16;1
4;60;0;NaN
4;62;5,55111512312578E-17;1
4;64;1,11022302462516E-16;1
4;66;0;NaN
4;68;5,55111512312578E-17;1
4;70;0;NaN
4;72;1,11022302462516E-16;1
4;74;0;NaN
4;76;0;NaN
4;78;1,11022302462516E-16;1
4;80;0;NaN
4;82;0;NaN
4;84;1,11022302462516E-16;1
4;86;0;NaN
4;88;0;NaN
4;90;2,77555756156289E-17;1
4;92;1,11022302462516E-16;1
4;94;1,11022302462516E-16;1
4;96;1,11022302462516E-16;1
4;98;0;NaN
4;100;5,55111512312578E-17;1
4;102;1,11022302462516E-16;1
4;104;0;NaN
4;106;9,0205620750794E-17;1
4;108;0;NaN
4;110;0;NaN
4;112;5,55111512312578E-17;1
4;114;1,11022302462516E-16;1
4;116;0;NaN
4;118;5,55111512312578E-17;1
4;120;1,11022302462516E-16;1
4;122;0;NaN
4;124;0;NaN
4;126;1,11022302462516E-16;1
4;128;9,0205620750794E-17;1
4;130;0;NaN
4;132;0;NaN
4;134;8,32667268468867E-17;1
4;136;0;NaN
4;138;1,11022302462516E-16;1
4;140;5,55111512312578E-17;1
4;142;0;NaN
4;144;5,55111512312578E-17;1
4;146;1,11022302462516E-16;1
4;148;1,11022302462516E-16;1
4;150;9,0205620750794E-17;1
4;152;0;NaN
4;154;0;NaN
4;156;0;NaN
4;158;1,11022302462516E-16;1
4;160;0;NaN
4;162;0;NaN
4;164;1,11022302462516E-16;1
4;166;5,55111512312578E-17;1
4;168;0;NaN
4;170;1,11022302462516E-16;1
4;172;2,77555756156289E-17;1
4;174;0;NaN
4;176;0;NaN
4;178;5,55111512312578E-17;1
4;180;0;NaN
4;182;1,11022302462516E-16;1
4;184;5,55111512312578E-17;1
4;186;0;NaN
4;188;0;NaN
4;190;1,11022302462516E-16;1
4;192;0;NaN
4;194;2,77555756156289E-17;1
4;196;1,11022302462516E-16;1
4;198;0;NaN
6;2;1,11022302462516E-16;1
6;4;1,11022302462516E-16;1
6;6;0;NaN
6;8;1,11022302462516E-16;1
6;10;0;NaN
6;12;0;NaN
6;14;0;NaN
6;16;2,08166817117217E-17;1
6;18;1,11022302462516E-16;1
6;20;1,11022302462516E-16;1
6;22;5,55111512312578E-17;1
6;24;0;NaN
6;26;1,11022302462516E-16;1
6;28;1,11022302462516E-16;1
6;30;0;NaN
6;32;5,55111512312578E-17;1
6;34;0;NaN
6;36;0;NaN
6;38;3,46944695195361E-18;1
6;40;0;NaN
6;42;0;NaN
6;44;0;NaN
6;46;1,11022302462516E-16;1
6;48;0;NaN
6;50;0;NaN
6;52;0;NaN
6;54;0;NaN
6;56;0;NaN
6;58;0;NaN
6;60;5,55111512312578E-17;1
6;62;2,22044604925031E-16;1
6;64;0;NaN
6;66;0;NaN
6;68;0;NaN
6;70;0;NaN
6;72;1,11022302462516E-16;1
6;74;1,11022302462516E-16;1
6;76;0;NaN
6;78;1,11022302462516E-16;1
6;80;0;NaN
6;82;0;NaN
6;84;0;NaN
6;86;0;NaN
6;88;2,77555756156289E-17;1
6;90;2,22044604925031E-16;1
6;92;0;NaN
6;94;0;NaN
6;96;0;NaN
6;98;5,55111512312578E-17;1
6;100;1,11022302462516E-16;1
6;102;0;NaN
6;104;3,46944695195361E-17;1
6;106;1,11022302462516E-16;1
6;108;0;NaN
6;110;2,77555756156289E-17;1
6;112;0;NaN
6;114;0;NaN
6;116;5,55111512312578E-17;1
6;118;0;NaN
6;120;0;NaN
6;122;1,11022302462516E-16;1
6;124;1,11022302462516E-16;1
6;126;3,46944695195361E-17;1
6;128;0;NaN
6;130;0;NaN
6;132;2,77555756156289E-17;1
6;134;1,11022302462516E-16;1
6;136;0;NaN
6;138;0;NaN
6;140;0;NaN
6;142;5,55111512312578E-17;1
6;144;0;NaN
6;146;1,11022302462516E-16;1
6;148;2,08166817117217E-17;1
6;150;0;NaN
6;152;0;NaN
6;154;2,77555756156289E-17;1
6;156;1,11022302462516E-16;1
6;158;0;NaN
6;160;5,55111512312578E-17;1
6;162;0;NaN
6;164;1,11022302462516E-16;1
6;166;0;NaN
6;168;0;NaN
6;170;2,77555756156289E-17;1
6;172;0;NaN
6;174;0;NaN
6;176;0;NaN
6;178;0;NaN
6;180;1,11022302462516E-16;1
6;182;0;NaN
6;184;1,11022302462516E-16;1
6;186;5,55111512312578E-17;1
6;188;0;NaN
6;190;0;NaN
6;192;2,77555756156289E-17;1
6;194;1,11022302462516E-16;1
6;196;0;NaN
6;198;0;NaN
8;2;1,11022302462516E-16;1
8;4;0;NaN
8;6;1,11022302462516E-16;1
8;8;0;NaN
8;10;0;NaN
8;12;1,11022302462516E-16;1
8;14;2,08166817117217E-17;1
8;16;0;NaN
8;18;1,11022302462516E-16;1
8;20;0;NaN
8;22;0;NaN
8;24;0;NaN
8;26;0;NaN
8;28;0;NaN
8;30;0;NaN
8;32;1,11022302462516E-16;1
8;34;1,11022302462516E-16;1
8;36;2,42861286636753E-17;1
8;38;0;NaN
8;40;1,11022302462516E-16;1
8;42;0;NaN
8;44;0;NaN
8;46;0;NaN
8;48;0;NaN
8;50;0;NaN
8;52;0;NaN
8;54;1,11022302462516E-16;1
8;56;1,11022302462516E-16;1
8;58;2,77555756156289E-17;1
8;60;0;NaN
8;62;0;NaN
8;64;5,55111512312578E-17;1
8;66;1,11022302462516E-16;1
8;68;0;NaN
8;70;0;NaN
8;72;1,11022302462516E-16;1
8;74;0;NaN
8;76;1,11022302462516E-16;1
8;78;0;NaN
8;80;1,38777878078145E-17;1
8;82;1,11022302462516E-16;1
8;84;0;NaN
8;86;0;NaN
8;88;1,11022302462516E-16;1
8;90;0;NaN
8;92;0;NaN
8;94;1,11022302462516E-16;1
8;96;5,55111512312578E-17;1
8;98;0;NaN
8;100;0;NaN
8;102;6,93889390390723E-18;1
8;104;1,11022302462516E-16;1
8;106;0;NaN
8;108;0;NaN
8;110;0;NaN
8;112;0;NaN
8;114;0;NaN
8;116;0;NaN
8;118;0;NaN
8;120;0;NaN
8;122;0;NaN
8;124;6,93889390390723E-18;1
8;126;1,11022302462516E-16;1
8;128;0;NaN
8;130;5,55111512312578E-17;1
8;132;0;NaN
8;134;0;NaN
8;136;5,55111512312578E-17;1
8;138;0;NaN
8;140;5,55111512312578E-17;1
8;142;0;NaN
8;144;0;NaN
8;146;6,93889390390723E-18;1
8;148;0;NaN
8;150;0;NaN
8;152;0;NaN
8;154;0;NaN
8;156;0;NaN
8;158;1,11022302462516E-16;1
8;160;0;NaN
8;162;0;NaN
8;164;1,11022302462516E-16;1
8;166;1,11022302462516E-16;1
8;168;1,38777878078145E-17;1
8;170;1,11022302462516E-16;1
8;172;1,11022302462516E-16;1
8;174;0;NaN
8;176;0;NaN
8;178;0;NaN
8;180;5,55111512312578E-17;1
8;182;0;NaN
8;184;5,55111512312578E-17;1
8;186;1,11022302462516E-16;1
8;188;1,11022302462516E-16;1
8;190;1,38777878078145E-17;1
8;192;0;NaN
8;194;1,11022302462516E-16;1
8;196;2,77555756156289E-17;1
8;198;1,11022302462516E-16;1
10;2;0;NaN
10;4;1,11022302462516E-16;1
10;6;0;NaN
10;8;0;NaN
10;10;1,11022302462516E-16;1
10;12;2,08166817117217E-17;1
10;14;0;NaN
10;16;1,11022302462516E-16;1
10;18;1,11022302462516E-16;1
10;20;1,11022302462516E-16;1
10;22;1,11022302462516E-16;1
10;24;0;NaN
10;26;2,22044604925031E-16;1
10;28;5,55111512312578E-17;1
10;30;0;NaN
10;32;1,11022302462516E-16;1
10;34;5,89805981832114E-17;1
10;36;1,11022302462516E-16;1
10;38;0;NaN
10;40;1,11022302462516E-16;1
10;42;1,11022302462516E-16;1
10;44;1,11022302462516E-16;1
10;46;0;NaN
10;48;0;NaN
10;50;0;NaN
10;52;0;NaN
10;54;0;NaN
10;56;5,55111512312578E-17;1
10;58;1,11022302462516E-16;1
10;60;1,11022302462516E-16;1
10;62;5,55111512312578E-17;1
10;64;1,11022302462516E-16;1
10;66;0;NaN
10;68;1,11022302462516E-16;1
10;70;1,11022302462516E-16;1
10;72;0;NaN
10;74;1,11022302462516E-16;1
10;76;0;NaN
10;78;5,55111512312578E-17;1
10;80;1,11022302462516E-16;1
10;82;0;NaN
10;84;2,77555756156289E-17;1
10;86;1,11022302462516E-16;1
10;88;1,11022302462516E-16;1
10;90;0;NaN
10;92;0;NaN
10;94;0;NaN
10;96;1,11022302462516E-16;1
10;98;0;NaN
10;100;3,46944695195361E-17;1
10;102;1,11022302462516E-16;1
10;104;0;NaN
10;106;5,55111512312578E-17;1
10;108;1,11022302462516E-16;1
10;110;0;NaN
10;112;5,55111512312578E-17;1
10;114;1,11022302462516E-16;1
10;116;5,55111512312578E-17;1
10;118;0;NaN
10;120;1,11022302462516E-16;1
10;122;2,08166817117217E-17;1
10;124;0;NaN
10;126;0;NaN
10;128;2,77555756156289E-17;1
10;130;0;NaN
10;132;0;NaN
10;134;0;NaN
10;136;0;NaN
10;138;5,55111512312578E-17;1
10;140;0;NaN
10;142;0;NaN
10;144;3,46944695195361E-17;1
10;146;0;NaN
10;148;0;NaN
10;150;0;NaN
10;152;1,11022302462516E-16;1
10;154;0;NaN
10;156;0;NaN
10;158;2,22044604925031E-16;1
10;160;0;NaN
10;162;0;NaN
10;164;0;NaN
10;166;2,77555756156289E-17;1
10;168;0;NaN
10;170;0;NaN
10;172;0;NaN
10;174;0;NaN
10;176;0;NaN
10;178;0;NaN
10;180;2,22044604925031E-16;1
10;182;5,55111512312578E-17;1
10;184;1,11022302462516E-16;1
10;186;0;NaN
10;188;2,77555756156289E-17;1
10;190;0;NaN
10;192;0;NaN
10;194;0;NaN
10;196;0;NaN
10;198;0;NaN
12;2;0;NaN
12;4;5,55111512312578E-17;1
12;6;0;NaN
12;8;1,11022302462516E-16;1
12;10;2,08166817117217E-17;1
12;12;1,11022302462516E-16;1
12;14;1,11022302462516E-16;1
12;16;1,11022302462516E-16;1
12;18;1,11022302462516E-16;1
12;20;0;NaN
12;22;1,11022302462516E-16;1
12;24;0;NaN
12;26;5,55111512312578E-17;1
12;28;1,11022302462516E-16;1
12;30;0;NaN
12;32;1,07552855510562E-16;1
12;34;0;NaN
12;36;0;NaN
12;38;0;NaN
12;40;0;NaN
12;42;0;NaN
12;44;0;NaN
12;46;0;NaN
12;48;1,11022302462516E-16;1
12;50;1,11022302462516E-16;1
12;52;1,11022302462516E-16;1
12;54;5,55111512312578E-17;1
12;56;0;NaN
12;58;0;NaN
12;60;0;NaN
12;62;1,11022302462516E-16;1
12;64;0;NaN
12;66;0;NaN
12;68;0;NaN
12;70;5,55111512312578E-17;1
12;72;1,11022302462516E-16;1
12;74;1,11022302462516E-16;1
12;76;5,55111512312578E-17;1
12;78;0;NaN
12;80;0;NaN
12;82;2,77555756156289E-17;1
12;84;0;NaN
12;86;0;NaN
12;88;0;NaN
12;90;0;NaN
12;92;5,55111512312578E-17;1
12;94;0;NaN
12;96;1,11022302462516E-16;1
12;98;7,63278329429795E-17;1
12;100;1,11022302462516E-16;1
12;102;0;NaN
12;104;0;NaN
12;106;0;NaN
12;108;0;NaN
12;110;5,55111512312578E-17;1
12;112;0;NaN
12;114;0;NaN
12;116;1,11022302462516E-16;1
12;118;0;NaN
12;120;2,08166817117217E-17;1
12;122;1,11022302462516E-16;1
12;124;0;NaN
12;126;2,77555756156289E-17;1
12;128;0;NaN
12;130;0;NaN
12;132;5,55111512312578E-17;1
12;134;0;NaN
12;136;0;NaN
12;138;1,11022302462516E-16;1
12;140;0;NaN
12;142;7,63278329429795E-17;1
12;144;0;NaN
12;146;1,11022302462516E-16;1
12;148;5,55111512312578E-17;1
12;150;0;NaN
12;152;2,22044604925031E-16;1
12;154;5,55111512312578E-17;1
12;156;0;NaN
12;158;1,11022302462516E-16;1
12;160;0;NaN
12;162;1,11022302462516E-16;1
12;164;2,77555756156289E-17;1
12;166;0;NaN
12;168;1,11022302462516E-16;1
12;170;5,55111512312578E-17;1
12;172;0;NaN
12;174;0;NaN
12;176;5,55111512312578E-17;1
12;178;0;NaN
12;180;1,11022302462516E-16;1
12;182;0;NaN
12;184;1,11022302462516E-16;1
12;186;8,32667268468867E-17;1
12;188;1,11022302462516E-16;1
12;190;1,11022302462516E-16;1
12;192;0;NaN
12;194;0;NaN
12;196;1,11022302462516E-16;1
12;198;0;NaN
14;2;0;NaN
14;4;1,11022302462516E-16;1
14;6;0;NaN
14;8;2,08166817117217E-17;1
14;10;0;NaN
14;12;1,11022302462516E-16;1
14;14;0;NaN
14;16;0;NaN
14;18;1,11022302462516E-16;1
14;20;0;NaN
14;22;0;NaN
14;24;0;NaN
14;26;0;NaN
14;28;0;NaN
14;30;3,46944695195361E-18;1
14;32;0;NaN
14;34;0;NaN
14;36;5,55111512312578E-17;1
14;38;0;NaN
14;40;0;NaN
14;42;0;NaN
14;44;1,11022302462516E-16;1
14;46;0;NaN
14;48;1,11022302462516E-16;1
14;50;1,11022302462516E-16;1
14;52;0;NaN
14;54;0;NaN
14;56;1,11022302462516E-16;1
14;58;5,55111512312578E-17;1
14;60;0;NaN
14;62;0;NaN
14;64;0;NaN
14;66;0;NaN
14;68;0;NaN
14;70;0;NaN
14;72;1,11022302462516E-16;1
14;74;0;NaN
14;76;0;NaN
14;78;0;NaN
14;80;2,77555756156289E-17;1
14;82;0;NaN
14;84;1,11022302462516E-16;1
14;86;0;NaN
14;88;1,11022302462516E-16;1
14;90;5,55111512312578E-17;1
14;92;0;NaN
14;94;0;NaN
14;96;6,93889390390723E-18;1
14;98;1,11022302462516E-16;1
14;100;0;NaN
14;102;0;NaN
14;104;0;NaN
14;106;0;NaN
14;108;0;NaN
14;110;0;NaN
14;112;0;NaN
14;114;0;NaN
14;116;0;NaN
14;118;6,93889390390723E-18;1
14;120;1,11022302462516E-16;1
14;122;0;NaN
14;124;0;NaN
14;126;0;NaN
14;128;0;NaN
14;130;0;NaN
14;132;1,11022302462516E-16;1
14;134;0;NaN
14;136;0;NaN
14;138;0;NaN
14;140;6,93889390390723E-18;1
14;142;0;NaN
14;144;1,11022302462516E-16;1
14;146;2,77555756156289E-17;1
14;148;0;NaN
14;150;0;NaN
14;152;0;NaN
14;154;0;NaN
14;156;0;NaN
14;158;0;NaN
14;160;2,22044604925031E-16;1
14;162;0;NaN
14;164;0;NaN
14;166;1,11022302462516E-16;1
14;168;0;NaN
14;170;1,11022302462516E-16;1
14;172;0;NaN
14;174;0;NaN
14;176;0;NaN
14;178;0;NaN
14;180;0;NaN
14;182;1,11022302462516E-16;1
14;184;0;NaN
14;186;1,11022302462516E-16;1
14;188;1,11022302462516E-16;1
14;190;2,77555756156289E-17;1
14;192;1,11022302462516E-16;1
14;194;1,11022302462516E-16;1
14;196;5,55111512312578E-17;1
14;198;1,11022302462516E-16;1
16;2;1,11022302462516E-16;1
16;4;0;NaN
16;6;2,08166817117217E-17;1
16;8;0;NaN
16;10;1,11022302462516E-16;1
16;12;1,11022302462516E-16;1
16;14;0;NaN
16;16;0;NaN
16;18;1,11022302462516E-16;1
16;20;0;NaN
16;22;0;NaN
16;24;0;NaN
16;26;1,11022302462516E-16;1
16;28;5,89805981832114E-17;1
16;30;0;NaN
16;32;1,11022302462516E-16;1
16;34;1,11022302462516E-16;1
16;36;0;NaN
16;38;0;NaN
16;40;1,11022302462516E-16;1
16;42;0;NaN
16;44;0;NaN
16;46;1,11022302462516E-16;1
16;48;0;NaN
16;50;0;NaN
16;52;0;NaN
16;54;1,11022302462516E-16;1
16;56;5,55111512312578E-17;1
16;58;0;NaN
16;60;0;NaN
16;62;1,11022302462516E-16;1
16;64;1,11022302462516E-16;1
16;66;0;NaN
16;68;0;NaN
16;70;1,11022302462516E-16;1
16;72;2,77555756156289E-17;1
16;74;0;NaN
16;76;0;NaN
16;78;2,77555756156289E-17;1
16;80;0;NaN
16;82;0;NaN
16;84;0;NaN
16;86;1,11022302462516E-16;1
16;88;0;NaN
16;90;0;NaN
16;92;1,11022302462516E-16;1
16;94;6,93889390390723E-18;1
16;96;0;NaN
16;98;1,11022302462516E-16;1
16;100;2,77555756156289E-17;1
16;102;1,11022302462516E-16;1
16;104;0;NaN
16;106;5,55111512312578E-17;1
16;108;1,11022302462516E-16;1
16;110;5,55111512312578E-17;1
16;112;0;NaN
16;114;1,11022302462516E-16;1
16;116;2,08166817117217E-17;1
16;118;0;NaN
16;120;0;NaN
16;122;0;NaN
16;124;0;NaN
16;126;0;NaN
16;128;1,11022302462516E-16;1
16;130;0;NaN
16;132;5,55111512312578E-17;1
16;134;1,11022302462516E-16;1
16;136;0;NaN
16;138;6,93889390390723E-18;1
16;140;1,11022302462516E-16;1
16;142;1,11022302462516E-16;1
16;144;0;NaN
16;146;0;NaN
16;148;0;NaN
16;150;0;NaN
16;152;1,11022302462516E-16;1
16;154;0;NaN
16;156;0;NaN
16;158;0;NaN
16;160;2,77555756156289E-17;1
16;162;0;NaN
16;164;0;NaN
16;166;0;NaN
16;168;0;NaN
16;170;0;NaN
16;172;0;NaN
16;174;0;NaN
16;176;5,55111512312578E-17;1
16;178;0;NaN
16;180;0;NaN
16;182;0;NaN
16;184;1,11022302462516E-16;1
16;186;1,11022302462516E-16;1
16;188;0;NaN
16;190;0;NaN
16;192;1,11022302462516E-16;1
16;194;5,55111512312578E-17;1
16;196;0;NaN
16;198;0;NaN
18;2;0;NaN
18;4;3,46944695195361E-17;1
18;6;1,11022302462516E-16;1
18;8;1,11022302462516E-16;1
18;10;1,11022302462516E-16;1
18;12;1,11022302462516E-16;1
18;14;1,11022302462516E-16;1
18;16;1,11022302462516E-16;1
18;18;1,11022302462516E-16;1
18;20;0;NaN
18;22;0;NaN
18;24;1,11022302462516E-16;1
18;26;3,46944695195361E-18;1
18;28;1,11022302462516E-16;1
18;30;1,11022302462516E-16;1
18;32;5,55111512312578E-17;1
18;34;1,11022302462516E-16;1
18;36;1,11022302462516E-16;1
18;38;0;NaN
18;40;0;NaN
18;42;5,55111512312578E-17;1
18;44;0;NaN
18;46;0;NaN
18;48;1,11022302462516E-16;1
18;50;0;NaN
18;52;0;NaN
18;54;1,11022302462516E-16;1
18;56;0;NaN
18;58;0;NaN
18;60;0;NaN
18;62;1,11022302462516E-16;1
18;64;5,55111512312578E-17;1
18;66;1,11022302462516E-16;1
18;68;1,11022302462516E-16;1
18;70;5,55111512312578E-17;1
18;72;0;NaN
18;74;1,11022302462516E-16;1
18;76;8,32667268468867E-17;1
18;78;0;NaN
18;80;0;NaN
18;82;0;NaN
18;84;0;NaN
18;86;5,55111512312578E-17;1
18;88;0;NaN
18;90;1,11022302462516E-16;1
18;92;7,63278329429795E-17;1
18;94;1,11022302462516E-16;1
18;96;1,11022302462516E-16;1
18;98;5,55111512312578E-17;1
18;100;0;NaN
18;102;0;NaN
18;104;1,11022302462516E-16;1
18;106;1,11022302462516E-16;1
18;108;5,55111512312578E-17;1
18;110;1,11022302462516E-16;1
18;112;0;NaN
18;114;7,63278329429795E-17;1
18;116;0;NaN
18;118;0;NaN
18;120;2,77555756156289E-17;1
18;122;0;NaN
18;124;0;NaN
18;126;0;NaN
18;128;1,11022302462516E-16;1
18;130;1,11022302462516E-16;1
18;132;1,11022302462516E-16;1
18;134;0;NaN
18;136;2,08166817117217E-17;1
18;138;0;NaN
18;140;1,11022302462516E-16;1
18;142;0;NaN
18;144;1,11022302462516E-16;1
18;146;0;NaN
18;148;1,11022302462516E-16;1
18;150;0;NaN
18;152;5,55111512312578E-17;1
18;154;1,11022302462516E-16;1
18;156;0;NaN
18;158;8,32667268468867E-17;1
18;160;0;NaN
18;162;1,11022302462516E-16;1
18;164;1,11022302462516E-16;1
18;166;0;NaN
18;168;0;NaN
18;170;0;NaN
18;172;0;NaN
18;174;5,55111512312578E-17;1
18;176;1,11022302462516E-16;1
18;178;0;NaN
18;180;1,38777878078145E-16;1
18;182;1,11022302462516E-16;1
18;184;0;NaN
18;186;5,55111512312578E-17;1
18;188;0;NaN
18;190;1,11022302462516E-16;1
18;192;0;NaN
18;194;0;NaN
18;196;1,11022302462516E-16;1
18;198;0;NaN
20;2;7,63278329429795E-17;1
20;4;0;NaN
20;6;1,11022302462516E-16;1
20;8;0;NaN
20;10;1,11022302462516E-16;1
20;12;0;NaN
20;14;0;NaN
20;16;0;NaN
20;18;0;NaN
20;20;1,11022302462516E-16;1
20;22;1,11022302462516E-16;1
20;24;5,20417042793042E-17;1
20;26;0;NaN
20;28;0;NaN
20;30;0;NaN
20;32;0;NaN
20;34;0;NaN
20;36;0;NaN
20;38;1,11022302462516E-16;1
20;40;5,55111512312578E-17;1
20;42;0;NaN
20;44;1,11022302462516E-16;1
20;46;0;NaN
20;48;0;NaN
20;50;0;NaN
20;52;0;NaN
20;54;0;NaN
20;56;0;NaN
20;58;0;NaN
20;60;1,11022302462516E-16;1
20;62;5,55111512312578E-17;1
20;64;1,11022302462516E-16;1
20;66;0;NaN
20;68;0;NaN
20;70;1,11022302462516E-16;1
20;72;0;NaN
20;74;2,77555756156289E-17;1
20;76;0;NaN
20;78;0;NaN
20;80;0;NaN
20;82;0;NaN
20;84;0;NaN
20;86;1,11022302462516E-16;1
20;88;1,11022302462516E-16;1
20;90;2,08166817117217E-17;1
20;92;1,11022302462516E-16;1
20;94;0;NaN
20;96;0;NaN
20;98;0;NaN
20;100;0;NaN
20;102;5,55111512312578E-17;1
20;104;1,11022302462516E-16;1
20;106;5,55111512312578E-17;1
20;108;0;NaN
20;110;1,11022302462516E-16;1
20;112;2,08166817117217E-17;1
20;114;0;NaN
20;116;0;NaN
20;118;2,77555756156289E-17;1
20;120;0;NaN
20;122;0;NaN
20;124;0;NaN
20;126;1,11022302462516E-16;1
20;128;5,55111512312578E-17;1
20;130;0;NaN
20;132;0;NaN
20;134;2,08166817117217E-17;1
20;136;0;NaN
20;138;0;NaN
20;140;0;NaN
20;142;0;NaN
20;144;1,11022302462516E-16;1
20;146;5,55111512312578E-17;1
20;148;0;NaN
20;150;0;NaN
20;152;0;NaN
20;154;1,11022302462516E-16;1
20;156;2,77555756156289E-17;1
20;158;0;NaN
20;160;1,11022302462516E-16;1
20;162;5,55111512312578E-17;1
20;164;1,11022302462516E-16;1
20;166;1,11022302462516E-16;1
20;168;0;NaN
20;170;0;NaN
20;172;5,55111512312578E-17;1
20;174;0;NaN
20;176;0;NaN
20;178;2,77555756156289E-17;1
20;180;1,11022302462516E-16;1
20;182;0;NaN
20;184;5,55111512312578E-17;1
20;186;1,11022302462516E-16;1
20;188;1,11022302462516E-16;1
20;190;0;NaN
20;192;0;NaN
20;194;5,55111512312578E-17;1
20;196;0;NaN
20;198;0;NaN
22;2;1,11022302462516E-16;1
22;4;1,11022302462516E-16;1
22;6;5,55111512312578E-17;1
22;8;0;NaN
22;10;1,11022302462516E-16;1
22;12;1,11022302462516E-16;1
22;14;0;NaN
22;16;0;NaN
22;18;0;NaN
22;20;1,11022302462516E-16;1
22;22;0;NaN
22;24;0;NaN
22;26;1,11022302462516E-16;1
22;28;5,55111512312578E-17;1
22;30;0;NaN
22;32;0;NaN
22;34;0;NaN
22;36;1,11022302462516E-16;1
22;38;0;NaN
22;40;1,11022302462516E-16;1
22;42;0;NaN
22;44;0;NaN
22;46;0;NaN
22;48;0;NaN
22;50;0;NaN
22;52;0;NaN
22;54;0;NaN
22;56;0;NaN
22;58;0;NaN
22;60;5,55111512312578E-17;1
22;62;0;NaN
22;64;0;NaN
22;66;0;NaN
22;68;1,11022302462516E-16;1
22;70;0;NaN
22;72;0;NaN
22;74;1,11022302462516E-16;1
22;76;0;NaN
22;78;0;NaN
22;80;0;NaN
22;82;0;NaN
22;84;1,11022302462516E-16;1
22;86;0;NaN
22;88;6,93889390390723E-18;1
22;90;1,11022302462516E-16;1
22;92;1,11022302462516E-16;1
22;94;0;NaN
22;96;0;NaN
22;98;0;NaN
22;100;0;NaN
22;102;1,11022302462516E-16;1
22;104;0;NaN
22;106;0;NaN
22;108;0;NaN
22;110;0;NaN
22;112;0;NaN
22;114;0;NaN
22;116;0;NaN
22;118;0;NaN
22;120;0;NaN
22;122;0;NaN
22;124;0;NaN
22;126;0;NaN
22;128;0;NaN
22;130;0;NaN
22;132;0;NaN
22;134;0;NaN
22;136;0;NaN
22;138;0;NaN
22;140;0;NaN
22;142;1,11022302462516E-16;1
