angle; absoluteError; relativeError
4;98;5,55111512312578E-17;1
4;100;5,55111512312578E-17;1
4;102;1,11022302462516E-16;1
4;104;5,55111512312578E-17;1
4;106;0;NaN
4;108;0;NaN
4;110;6,24500451351651E-17;1
4;112;0;NaN
4;114;0;NaN
4;116;2,77555756156289E-17;1
4;118;1,11022302462516E-16;1
4;120;5,55111512312578E-17;1
4;122;5,55111512312578E-17;1
4;124;0;NaN
4;126;1,38777878078145E-16;1
4;128;1,11022302462516E-16;1
4;130;0;NaN
4;132;5,55111512312578E-17;1
4;134;0;NaN
4;136;0;NaN
4;138;5,55111512312578E-17;1
4;140;1,11022302462516E-16;1
4;142;0;NaN
4;144;5,55111512312578E-17;1
4;146;1,11022302462516E-16;1
4;148;5,55111512312578E-17;1
4;150;0;NaN
4;152;0;NaN
4;154;7,63278329429795E-17;1
4;156;1,11022302462516E-16;1
4;158;1,11022302462516E-16;1
4;160;1,11022302462516E-16;1
4;162;1,11022302462516E-16;1
4;164;5,55111512312578E-17;1
4;166;0;NaN
4;168;0;NaN
4;170;0;NaN
4;172;0;NaN
4;174;1,11022302462516E-16;1
4;176;9,71445146547012E-17;1
4;178;0;NaN
4;180;0;NaN
4;182;0;NaN
4;184;1,11022302462516E-16;1
4;186;1,66533453693773E-16;1
4;188;0;NaN
4;190;1,11022302462516E-16;1
4;192;1,11022302462516E-16;1
4;194;0;NaN
4;196;1,11022302462516E-16;1
4;198;4,85722573273506E-17;1
6;2;0;NaN
6;4;2,77555756156289E-17;1
6;6;1,80411241501588E-16;1
6;8;5,55111512312578E-17;1
6;10;5,55111512312578E-17;1
6;12;8,32667268468867E-17;1
6;14;5,55111512312578E-17;1
6;16;6,93889390390723E-17;1
6;18;2,77555756156289E-17;1
6;20;5,55111512312578E-17;1
6;22;9,80118763926896E-17;1
6;24;0;NaN
6;26;5,55111512312578E-17;1
6;28;8,32667268468867E-17;1
6;30;0;NaN
6;32;5,55111512312578E-17;1
6;34;8,32667268468867E-17;1
6;36;0;NaN
6;38;6,93889390390723E-17;1
6;40;5,55111512312578E-17;1
6;42;0;NaN
6;44;1,21430643318376E-16;1
6;46;0;NaN
6;48;1,11022302462516E-16;1
6;50;6,93889390390723E-17;1
6;52;0;NaN
6;54;2,77555756156289E-17;1
6;56;5,55111512312578E-17;1
6;58;0;NaN
6;60;4,16333634234434E-17;1
6;62;8,32667268468867E-17;1
6;64;5,55111512312578E-17;1
6;66;1,90819582357449E-17;1
6;68;5,55111512312578E-17;1
6;70;0;NaN
6;72;9,71445146547012E-17;1
6;74;0;NaN
6;76;5,55111512312578E-17;1
6;78;0;NaN
6;80;0;NaN
6;82;8,32667268468867E-17;1
6;84;2,77555756156289E-17;1
6;86;5,55111512312578E-17;1
6;88;1,73472347597681E-17;1
6;90;2,77555756156289E-17;1
6;92;8,32667268468867E-17;1
6;94;8,32667268468867E-17;1
6;96;0;NaN
6;98;5,55111512312578E-17;1
6;100;5,55111512312578E-17;1
6;102;0;NaN
6;104;9,71445146547012E-17;1
6;106;0;NaN
6;108;5,55111512312578E-17;1
6;110;1,49186218934005E-16;1
6;112;5,55111512312578E-17;1
6;114;1,38777878078145E-16;1
6;116;2,77555756156289E-17;1
6;118;0;NaN
6;120;8,32667268468867E-17;1
6;122;2,77555756156289E-17;1
6;124;0;NaN
6;126;5,55111512312578E-17;1
6;128;5,55111512312578E-17;1
6;130;5,55111512312578E-17;1
6;132;5,20417042793042E-18;1
6;134;2,77555756156289E-17;1
6;136;5,55111512312578E-17;1
6;138;2,77555756156289E-17;1
6;140;5,55111512312578E-17;1
6;142;5,55111512312578E-17;1
6;144;5,55111512312578E-17;1
6;146;0;NaN
6;148;1,2490009027033E-16;1
6;150;5,55111512312578E-17;1
6;152;0;NaN
6;154;3,46944695195361E-17;1
6;156;5,55111512312578E-17;1
6;158;2,77555756156289E-17;1
6;160;7,63278329429795E-17;1
6;162;0;NaN
6;164;1,94289029309402E-16;1
6;166;5,55111512312578E-17;1
6;168;5,55111512312578E-17;1
6;170;2,77555756156289E-17;1
6;172;5,55111512312578E-17;1
6;174;0;NaN
6;176;4,16333634234434E-17;1
6;178;2,77555756156289E-17;1
6;180;1,66533453693773E-16;1
6;182;1,38777878078145E-17;1
6;184;5,55111512312578E-17;1
6;186;5,55111512312578E-17;1
6;188;0;NaN
6;190;0;NaN
6;192;1,38777878078145E-17;1
6;194;0;NaN
6;196;1,11022302462516E-16;1
6;198;5,55111512312578E-17;1
8;2;1,11022302462516E-16;1
8;4;1,11022302462516E-16;1
8;6;5,55111512312578E-17;1
8;8;0;NaN
8;10;0;NaN
8;12;0;NaN
8;14;0;NaN
8;16;0;NaN
8;18;0;NaN
8;20;1,11022302462516E-16;1
8;22;2,08166817117217E-17;1
8;24;1,11022302462516E-16;1
8;26;1,11022302462516E-16;1
8;28;0;NaN
8;30;0;NaN
8;32;0;NaN
8;34;0;NaN
8;36;1,11022302462516E-16;1
8;38;5,55111512312578E-17;1
8;40;1,11022302462516E-16;1
8;42;1,11022302462516E-16;1
8;44;1,38777878078145E-17;1
8;46;0;NaN
8;48;0;NaN
8;50;0;NaN
8;52;0;NaN
8;54;1,11022302462516E-16;1
8;56;0;NaN
8;58;0;NaN
8;60;0;NaN
8;62;1,11022302462516E-16;1
8;64;0;NaN
8;66;1,38777878078145E-17;1
8;68;1,11022302462516E-16;1
8;70;0;NaN
8;72;0;NaN
8;74;0;NaN
8;76;0;NaN
8;78;0;NaN
8;80;0;NaN
8;82;5,55111512312578E-17;1
8;84;1,11022302462516E-16;1
8;86;0;NaN
8;88;2,08166817117217E-17;1
8;90;1,11022302462516E-16;1
8;92;1,11022302462516E-16;1
8;94;0;NaN
8;96;1,11022302462516E-16;1
8;98;0;NaN
8;100;1,11022302462516E-16;1
8;102;1,11022302462516E-16;1
8;104;5,55111512312578E-17;1
8;106;0;NaN
8;108;0;NaN
8;110;1,38777878078145E-17;1
8;112;1,11022302462516E-16;1
8;114;0;NaN
8;116;0;NaN
8;118;0;NaN
8;120;1,11022302462516E-16;1
8;122;0;NaN
8;124;1,11022302462516E-16;1
8;126;5,55111512312578E-17;1
8;128;0;NaN
8;130;0;NaN
8;132;2,08166817117217E-17;1
8;134;0;NaN
8;136;0;NaN
8;138;0;NaN
8;140;0;NaN
8;142;0;NaN
8;144;0;NaN
8;146;0;NaN
8;148;0;NaN
8;150;0;NaN
8;152;1,11022302462516E-16;1
8;154;0;NaN
8;156;1,11022302462516E-16;1
8;158;0;NaN
8;160;0;NaN
8;162;0;NaN
8;164;1,11022302462516E-16;1
8;166;0;NaN
8;168;0;NaN
8;170;0;NaN
8;172;0;NaN
8;174;1,11022302462516E-16;1
8;176;1,38777878078145E-17;1
8;178;1,11022302462516E-16;1
8;180;0;NaN
8;182;2,77555756156289E-17;1
8;184;0;NaN
8;186;0;NaN
8;188;0;NaN
8;190;0;NaN
8;192;5,55111512312578E-17;1
8;194;1,11022302462516E-16;1
8;196;0;NaN
8;198;2,77555756156289E-17;1
10;2;5,55111512312578E-17;1
10;4;5,55111512312578E-17;1
10;6;5,55111512312578E-17;1
10;8;0;NaN
10;10;5,55111512312578E-17;1
10;12;5,55111512312578E-17;1
10;14;0;NaN
10;16;2,77555756156289E-17;1
10;18;0;NaN
10;20;0;NaN
10;22;2,86229373536173E-17;1
10;24;5,55111512312578E-17;1
10;26;0;NaN
10;28;0;NaN
10;30;1,11022302462516E-16;1
10;32;0;NaN
10;34;5,55111512312578E-17;1
10;36;0;NaN
10;38;2,77555756156289E-17;1
10;40;5,55111512312578E-17;1
10;42;5,55111512312578E-17;1
10;44;1,73472347597681E-18;1
10;46;1,11022302462516E-16;1
10;48;5,55111512312578E-17;1
10;50;2,77555756156289E-17;1
10;52;0;NaN
10;54;0;NaN
10;56;5,55111512312578E-17;1
10;58;0;NaN
10;60;2,77555756156289E-17;1
10;62;5,55111512312578E-17;1
10;64;0;NaN
10;66;1,90819582357449E-17;1
10;68;5,55111512312578E-17;1
10;70;0;NaN
10;72;2,77555756156289E-17;1
10;74;0;NaN
10;76;0;NaN
10;78;5,55111512312578E-17;1
10;80;0;NaN
10;82;0;NaN
10;84;5,55111512312578E-17;1
10;86;1,11022302462516E-16;1
10;88;3,46944695195361E-17;1
10;90;0;NaN
10;92;0;NaN
10;94;5,55111512312578E-17;1
10;96;1,11022302462516E-16;1
10;98;5,55111512312578E-17;1
10;100;0;NaN
10;102;1,11022302462516E-16;1
10;104;0;NaN
10;106;1,11022302462516E-16;1
10;108;0;NaN
10;110;3,46944695195361E-17;1
10;112;5,55111512312578E-17;1
10;114;0;NaN
10;116;2,77555756156289E-17;1
10;118;0;NaN
10;120;1,11022302462516E-16;1
10;122;5,55111512312578E-17;1
10;124;0;NaN
10;126;5,55111512312578E-17;1
10;128;5,55111512312578E-17;1
10;130;0;NaN
10;132;2,42861286636753E-17;1
10;134;5,55111512312578E-17;1
10;136;5,55111512312578E-17;1
10;138;0;NaN
10;140;0;NaN
10;142;5,55111512312578E-17;1
10;144;5,55111512312578E-17;1
10;146;0;NaN
10;148;5,55111512312578E-17;1
10;150;5,55111512312578E-17;1
10;152;0;NaN
10;154;6,24500451351651E-17;1
10;156;1,11022302462516E-16;1
10;158;0;NaN
10;160;9,71445146547012E-17;1
10;162;0;NaN
10;164;5,55111512312578E-17;1
10;166;5,55111512312578E-17;1
10;168;0;NaN
10;170;5,55111512312578E-17;1
10;172;1,11022302462516E-16;1
10;174;0;NaN
10;176;1,11022302462516E-16;1
10;178;5,55111512312578E-17;1
10;180;5,55111512312578E-17;1
10;182;5,55111512312578E-17;1
10;184;0;NaN
10;186;1,11022302462516E-16;1
10;188;0;NaN
10;190;1,11022302462516E-16;1
10;192;2,77555756156289E-17;1
10;194;5,55111512312578E-17;1
10;196;0;NaN
10;198;2,08166817117217E-17;1
12;2;1,11022302462516E-16;1
12;4;0;NaN
12;6;8,32667268468867E-17;1
12;8;0;NaN
12;10;5,55111512312578E-17;1
12;12;1,11022302462516E-16;1
12;14;0;NaN
12;16;5,55111512312578E-17;1
12;18;5,55111512312578E-17;1
12;20;0;NaN
12;22;2,77555756156289E-17;1
12;24;0;NaN
12;26;0;NaN
12;28;8,32667268468867E-17;1
12;30;0;NaN
12;32;0;NaN
12;34;1,11022302462516E-16;1
12;36;1,11022302462516E-16;1
12;38;2,77555756156289E-17;1
12;40;5,55111512312578E-17;1
12;42;5,55111512312578E-17;1
12;44;3,81639164714898E-17;1
12;46;0;NaN
12;48;5,55111512312578E-17;1
12;50;1,66533453693773E-16;1
12;52;0;NaN
12;54;5,55111512312578E-17;1
12;56;5,55111512312578E-17;1
12;58;1,11022302462516E-16;1
12;60;8,32667268468867E-17;1
12;62;5,55111512312578E-17;1
12;64;0;NaN
12;66;9,0205620750794E-17;1
12;68;0;NaN
12;70;0;NaN
12;72;2,77555756156289E-17;1
12;74;1,11022302462516E-16;1
12;76;5,55111512312578E-17;1
12;78;0;NaN
12;80;0;NaN
12;82;8,32667268468867E-17;1
12;84;5,55111512312578E-17;1
12;86;0;NaN
12;88;6,59194920871187E-17;1
12;90;5,55111512312578E-17;1
12;92;0;NaN
12;94;5,55111512312578E-17;1
12;96;0;NaN
12;98;5,55111512312578E-17;1
12;100;5,55111512312578E-17;1
12;102;0;NaN
12;104;8,32667268468867E-17;1
12;106;0;NaN
12;108;5,55111512312578E-17;1
12;110;6,93889390390723E-18;1
12;112;5,55111512312578E-17;1
12;114;5,55111512312578E-17;1
12;116;5,55111512312578E-17;1
12;118;0;NaN
12;120;5,55111512312578E-17;1
12;122;5,55111512312578E-17;1
12;124;0;NaN
12;126;2,77555756156289E-17;1
12;128;0;NaN
12;130;0;NaN
12;132;8,32667268468867E-17;1
12;134;5,55111512312578E-17;1
12;136;5,55111512312578E-17;1
12;138;6,93889390390723E-17;1
12;140;0;NaN
12;142;5,55111512312578E-17;1
12;144;1,11022302462516E-16;1
12;146;0;NaN
12;148;8,32667268468867E-17;1
12;150;0;NaN
12;152;0;NaN
12;154;2,08166817117217E-17;1
12;156;5,55111512312578E-17;1
12;158;5,55111512312578E-17;1
12;160;2,77555756156289E-17;1
12;162;1,11022302462516E-16;1
12;164;0;NaN
12;166;1,11022302462516E-16;1
12;168;1,11022302462516E-16;1
12;170;0;NaN
12;172;1,11022302462516E-16;1
12;174;0;NaN
12;176;1,38777878078145E-17;1
12;178;5,55111512312578E-17;1
12;180;1,11022302462516E-16;1
12;182;6,93889390390723E-17;1
12;184;0;NaN
12;186;5,55111512312578E-17;1
12;188;1,11022302462516E-16;1
12;190;0;NaN
12;192;0;NaN
12;194;5,55111512312578E-17;1
12;196;0;NaN
12;198;6,93889390390723E-18;1
14;2;1,11022302462516E-16;1
14;4;1,11022302462516E-16;1
14;6;5,55111512312578E-17;1
14;8;0;NaN
14;10;0;NaN
14;12;0;NaN
14;14;1,11022302462516E-16;1
14;16;0;NaN
14;18;0;NaN
14;20;1,11022302462516E-16;1
14;22;8,67361737988404E-18;1
14;24;0;NaN
14;26;0;NaN
14;28;5,55111512312578E-17;1
14;30;1,11022302462516E-16;1
14;32;1,11022302462516E-16;1
14;34;1,11022302462516E-16;1
14;36;1,11022302462516E-16;1
14;38;0;NaN
14;40;0;NaN
14;42;0;NaN
14;44;2,77555756156289E-17;1
14;46;1,11022302462516E-16;1
14;48;1,11022302462516E-16;1
14;50;0;NaN
14;52;1,11022302462516E-16;1
14;54;1,11022302462516E-16;1
14;56;0;NaN
14;58;1,11022302462516E-16;1
14;60;0;NaN
14;62;0;NaN
14;64;0;NaN
14;66;1,38777878078145E-17;1
14;68;1,11022302462516E-16;1
14;70;1,11022302462516E-16;1
14;72;0;NaN
14;74;0;NaN
14;76;1,11022302462516E-16;1
14;78;0;NaN
14;80;1,11022302462516E-16;1
14;82;0;NaN
14;84;1,11022302462516E-16;1
14;86;0;NaN
14;88;1,38777878078145E-17;1
14;90;1,11022302462516E-16;1
14;92;1,11022302462516E-16;1
14;94;5,55111512312578E-17;1
14;96;1,11022302462516E-16;1
14;98;0;NaN
14;100;0;NaN
14;102;0;NaN
14;104;0;NaN
14;106;1,11022302462516E-16;1
14;108;0;NaN
14;110;6,93889390390723E-18;1
14;112;1,11022302462516E-16;1
14;114;0;NaN
14;116;5,55111512312578E-17;1
14;118;0;NaN
14;120;0;NaN
14;122;5,55111512312578E-17;1
14;124;1,11022302462516E-16;1
14;126;0;NaN
14;128;1,11022302462516E-16;1
14;130;1,11022302462516E-16;1
14;132;1,38777878078145E-17;1
14;134;1,11022302462516E-16;1
14;136;1,11022302462516E-16;1
14;138;2,77555756156289E-17;1
14;140;1,11022302462516E-16;1
14;142;0;NaN
14;144;1,11022302462516E-16;1
14;146;0;NaN
14;148;0;NaN
14;150;1,11022302462516E-16;1
14;152;0;NaN
14;154;0;NaN
14;156;0;NaN
14;158;0;NaN
14;160;0;NaN
14;162;1,11022302462516E-16;1
14;164;0;NaN
14;166;1,11022302462516E-16;1
14;168;0;NaN
14;170;5,55111512312578E-17;1
14;172;0;NaN
14;174;0;NaN
14;176;1,38777878078145E-17;1
14;178;0;NaN
14;180;0;NaN
14;182;2,77555756156289E-17;1
14;184;0;NaN
14;186;0;NaN
14;188;0;NaN
14;190;0;NaN
14;192;5,55111512312578E-17;1
14;194;0;NaN
14;196;0;NaN
14;198;1,38777878078145E-17;1
16;2;0;NaN
16;4;1,11022302462516E-16;1
16;6;6,93889390390723E-17;1
16;8;0;NaN
16;10;2,77555756156289E-17;1
16;12;5,55111512312578E-17;1
16;14;0;NaN
16;16;6,93889390390723E-17;1
16;18;0;NaN
16;20;0;NaN
16;22;1,25767452008319E-17;1
16;24;0;NaN
16;26;2,77555756156289E-17;1
16;28;2,77555756156289E-17;1
16;30;0;NaN
16;32;2,77555756156289E-17;1
16;34;0;NaN
16;36;5,55111512312578E-17;1
16;38;2,77555756156289E-17;1
16;40;0;NaN
16;42;0;NaN
16;44;3,90312782094782E-17;1
16;46;5,55111512312578E-17;1
16;48;8,32667268468867E-17;1
16;50;6,93889390390723E-17;1
16;52;5,55111512312578E-17;1
16;54;5,55111512312578E-17;1
16;56;8,32667268468867E-17;1
16;58;5,55111512312578E-17;1
16;60;1,38777878078145E-17;1
16;62;2,77555756156289E-17;1
16;64;0;NaN
16;66;3,20923843055709E-17;1
16;68;5,55111512312578E-17;1
16;70;2,77555756156289E-17;1
16;72;9,71445146547012E-17;1
16;74;0;NaN
16;76;2,77555756156289E-17;1
16;78;0;NaN
16;80;0;NaN
16;82;6,93889390390723E-17;1
16;84;0;NaN
16;86;0;NaN
16;88;5,72458747072346E-17;1
16;90;0;NaN
16;92;2,77555756156289E-17;1
16;94;5,55111512312578E-17;1
16;96;5,55111512312578E-17;1
16;98;0;NaN
16;100;8,32667268468867E-17;1
16;102;0;NaN
16;104;1,11022302462516E-16;1
16;106;0;NaN
16;108;0;NaN
16;110;2,08166817117217E-17;1
16;112;5,55111512312578E-17;1
16;114;0;NaN
16;116;2,77555756156289E-17;1
16;118;0;NaN
16;120;8,32667268468867E-17;1
16;122;0;NaN
16;124;0;NaN
16;126;0;NaN
16;128;8,32667268468867E-17;1
16;130;5,55111512312578E-17;1
16;132;8,50014503228635E-17;1
16;134;0;NaN
16;136;2,77555756156289E-17;1
16;138;1,38777878078145E-17;1
16;140;0;NaN
16;142;2,77555756156289E-17;1
16;144;2,77555756156289E-17;1
16;146;0;NaN
16;148;2,77555756156289E-17;1
16;150;0;NaN
16;152;0;NaN
16;154;2,42861286636753E-17;1
16;156;5,55111512312578E-17;1
16;158;8,32667268468867E-17;1
16;160;9,71445146547012E-17;1
16;162;5,55111512312578E-17;1
16;164;2,77555756156289E-17;1
16;166;1,11022302462516E-16;1
16;168;5,55111512312578E-17;1
16;170;2,77555756156289E-17;1
16;172;2,77555756156289E-17;1
16;174;5,55111512312578E-17;1
16;176;3,46944695195361E-18;1
16;178;0;NaN
16;180;2,77555756156289E-17;1
16;182;2,77555756156289E-17;1
16;184;5,55111512312578E-17;1
16;186;0;NaN
16;188;0;NaN
16;190;5,55111512312578E-17;1
16;192;0;NaN
16;194;0;NaN
16;196;0;NaN
16;198;6,24500451351651E-17;1
18;2;1,11022302462516E-16;1
18;4;0;NaN
18;6;2,77555756156289E-17;1
18;8;0;NaN
18;10;0;NaN
18;12;5,55111512312578E-17;1
18;14;0;NaN
18;16;0;NaN
18;18;1,11022302462516E-16;1
18;20;0;NaN
18;22;6,07153216591882E-18;1
18;24;0;NaN
18;26;0;NaN
18;28;2,77555756156289E-17;1
18;30;0;NaN
18;32;1,11022302462516E-16;1
18;34;5,55111512312578E-17;1
18;36;1,11022302462516E-16;1
18;38;2,77555756156289E-17;1
18;40;0;NaN
18;42;1,11022302462516E-16;1
18;44;8,50014503228635E-17;1
18;46;0;NaN
18;48;0;NaN
18;50;1,11022302462516E-16;1
18;52;0;NaN
18;54;5,55111512312578E-17;1
18;56;5,55111512312578E-17;1
18;58;0;NaN
18;60;5,55111512312578E-17;1
18;62;0;NaN
18;64;0;NaN
18;66;1,00613961606655E-16;1
18;68;0;NaN
18;70;1,11022302462516E-16;1
18;72;8,32667268468867E-17;1
18;74;0;NaN
18;76;5,55111512312578E-17;1
18;78;5,55111512312578E-17;1
18;80;1,11022302462516E-16;1
18;82;8,32667268468867E-17;1
18;84;1,11022302462516E-16;1
18;86;0;NaN
18;88;1,73472347597681E-17;1
18;90;0;NaN
18;92;0;NaN
18;94;5,55111512312578E-17;1
18;96;0;NaN
18;98;5,55111512312578E-17;1
18;100;0;NaN
18;102;1,11022302462516E-16;1
18;104;1,11022302462516E-16;1
18;106;1,11022302462516E-16;1
18;108;1,11022302462516E-16;1
18;110;6,93889390390723E-18;1
18;112;0;NaN
18;114;1,11022302462516E-16;1
18;116;5,55111512312578E-17;1
18;118;0;NaN
18;120;5,55111512312578E-17;1
18;122;5,55111512312578E-17;1
18;124;0;NaN
18;126;5,55111512312578E-17;1
18;128;0;NaN
18;130;0;NaN
18;132;9,71445146547012E-17;1
18;134;1,11022302462516E-16;1
18;136;1,11022302462516E-16;1
18;138;2,77555756156289E-17;1
18;140;0;NaN
18;142;5,55111512312578E-17;1
18;144;0;NaN
18;146;0;NaN
18;148;5,55111512312578E-17;1
18;150;0;NaN
18;152;1,11022302462516E-16;1
18;154;2,08166817117217E-17;1
18;156;1,11022302462516E-16;1
18;158;0;NaN
18;160;8,32667268468867E-17;1
18;162;0;NaN
18;164;1,11022302462516E-16;1
18;166;5,55111512312578E-17;1
18;168;1,11022302462516E-16;1
18;170;0;NaN
18;172;1,11022302462516E-16;1
18;174;1,11022302462516E-16;1
18;176;1,38777878078145E-17;1
18;178;0;NaN
18;180;0;NaN
18;182;0;NaN
18;184;0;NaN
18;186;0;NaN
18;188;1,11022302462516E-16;1
18;190;0;NaN
18;192;5,55111512312578E-17;1
18;194;1,11022302462516E-16;1
18;196;1,11022302462516E-16;1
18;198;2,77555756156289E-17;1
20;2;0;NaN
20;4;0;NaN
20;6;5,55111512312578E-17;1
20;8;1,11022302462516E-16;1
20;10;0;NaN
20;12;0;NaN
20;14;1,11022302462516E-16;1
20;16;0;NaN
20;18;0;NaN
20;20;0;NaN
20;22;2,08166817117217E-17;1
20;24;1,11022302462516E-16;1
20;26;0;NaN
20;28;5,55111512312578E-17;1
20;30;0;NaN
20;32;1,11022302462516E-16;1
20;34;5,55111512312578E-17;1
20;36;0;NaN
20;38;0;NaN
20;40;0;NaN
20;42;0;NaN
20;44;5,20417042793042E-17;1
20;46;1,11022302462516E-16;1
20;48;1,11022302462516E-16;1
20;50;5,55111512312578E-17;1
20;52;1,11022302462516E-16;1
20;54;1,11022302462516E-16;1
20;56;0;NaN
20;58;0;NaN
20;60;0;NaN
20;62;1,11022302462516E-16;1
20;64;0;NaN
20;66;7,28583859910259E-17;1
20;68;0;NaN
20;70;0;NaN
20;72;2,77555756156289E-17;1
20;74;1,11022302462516E-16;1
20;76;0;NaN
20;78;0;NaN
20;80;0;NaN
20;82;5,55111512312578E-17;1
20;84;0;NaN
20;86;0;NaN
20;88;1,38777878078145E-17;1
20;90;0;NaN
20;92;1,11022302462516E-16;1
20;94;2,77555756156289E-17;1
20;96;0;NaN
20;98;0;NaN
20;100;5,55111512312578E-17;1
20;102;1,11022302462516E-16;1
20;104;5,55111512312578E-17;1
20;106;1,11022302462516E-16;1
20;108;0;NaN
20;110;0;NaN
20;112;0;NaN
20;114;0;NaN
20;116;2,77555756156289E-17;1
20;118;0;NaN
20;120;0;NaN
20;122;0;NaN
20;124;0;NaN
20;126;0;NaN
20;128;0;NaN
20;130;0;NaN
20;132;3,46944695195361E-17;1
20;134;0;NaN
20;136;0;NaN
20;138;5,55111512312578E-17;1
20;140;1,11022302462516E-16;1
20;142;0;NaN
20;144;0;NaN
20;146;1,11022302462516E-16;1
20;148;5,55111512312578E-17;1
20;150;1,11022302462516E-16;1
20;152;0;NaN
20;154;2,77555756156289E-17;1
20;156;0;NaN
20;158;0;NaN
20;160;2,77555756156289E-17;1
20;162;0;NaN
20;164;0;NaN
20;166;0;NaN
20;168;0;NaN
20;170;0;NaN
20;172;0;NaN
20;174;0;NaN
20;176;2,77555756156289E-17;1
20;178;0;NaN
20;180;0;NaN
20;182;5,55111512312578E-17;1
20;184;0;NaN
20;186;0;NaN
20;188;0;NaN
20;190;1,11022302462516E-16;1
20;192;0;NaN
20;194;1,11022302462516E-16;1
20;196;0;NaN
20;198;1,38777878078145E-17;1
22;2;1,21430643318376E-17;1
22;4;6,41847686111419E-17;1
22;6;9,80118763926896E-17;1
22;8;2,08166817117217E-17;1
22;10;2,86229373536173E-17;1
22;12;2,77555756156289E-17;1
22;14;8,67361737988404E-18;1
22;16;1,25767452008319E-17;1
