angle; absoluteError; relativeError
-98;70;0;NaN
-98;72;1,11022302462516E-16;1
-98;74;1,11022302462516E-16;1
-98;76;2,08166817117217E-17;1
-98;78;0;NaN
-98;80;0;NaN
-98;82;1,11022302462516E-16;1
-98;84;0;NaN
-98;86;0;NaN
-98;88;1,11022302462516E-16;1
-98;90;0;NaN
-98;92;1,11022302462516E-16;1
-98;94;0;NaN
-98;96;0;NaN
-98;98;1,11022302462516E-16;1
-96;-98;1,11022302462516E-16;1
-96;-96;5,55111512312578E-17;1
-96;-94;0;NaN
-96;-92;0;NaN
-96;-90;0;NaN
-96;-88;1,11022302462516E-16;1
-96;-86;1,11022302462516E-16;1
-96;-84;0;NaN
-96;-82;1,11022302462516E-16;1
-96;-80;2,77555756156289E-17;1
-96;-78;2,22044604925031E-16;1
-96;-76;1,11022302462516E-16;1
-96;-74;5,55111512312578E-17;1
-96;-72;1,11022302462516E-16;1
-96;-70;2,22044604925031E-16;1
-96;-68;1,11022302462516E-16;1
-96;-66;0;NaN
-96;-64;0;NaN
-96;-62;1,11022302462516E-16;1
-96;-60;0;NaN
-96;-58;6,93889390390723E-18;1
-96;-56;0;NaN
-96;-54;2,22044604925031E-16;1
-96;-52;0;NaN
-96;-50;2,22044604925031E-16;1
-96;-48;0;NaN
-96;-46;0;NaN
-96;-44;1,11022302462516E-16;1
-96;-42;2,77555756156289E-17;1
-96;-40;2,22044604925031E-16;1
-96;-38;1,11022302462516E-16;1
-96;-36;3,46944695195361E-17;1
-96;-34;2,22044604925031E-16;1
-96;-32;0;NaN
-96;-30;5,55111512312578E-17;1
-96;-28;1,11022302462516E-16;1
-96;-26;5,55111512312578E-17;1
-96;-24;0;NaN
-96;-22;1,11022302462516E-16;1
-96;-20;0;NaN
-96;-18;1,11022302462516E-16;1
-96;-16;1,11022302462516E-16;1
-96;-14;3,46944695195361E-17;1
-96;-12;2,22044604925031E-16;1
-96;-10;2,22044604925031E-16;1
-96;-8;5,55111512312578E-17;1
-96;-6;0;NaN
-96;-4;2,22044604925031E-16;1
-96;-2;0;NaN
-96;0;0;NaN
-96;2;2,77555756156289E-17;1
-96;4;2,22044604925031E-16;1
-96;6;0;NaN
-96;8;5,55111512312578E-17;1
-96;10;2,22044604925031E-16;1
-96;12;2,22044604925031E-16;1
-96;14;5,55111512312578E-17;1
-96;16;1,11022302462516E-16;1
-96;18;1,11022302462516E-16;1
-96;20;0;NaN
-96;22;1,11022302462516E-16;1
-96;24;5,55111512312578E-17;1
-96;26;1,11022302462516E-16;1
-96;28;1,11022302462516E-16;1
-96;30;5,55111512312578E-17;1
-96;32;0;NaN
-96;34;2,22044604925031E-16;1
-96;36;5,55111512312578E-17;1
-96;38;1,11022302462516E-16;1
-96;40;2,22044604925031E-16;1
-96;42;0;NaN
-96;44;1,11022302462516E-16;1
-96;46;0;NaN
-96;48;0;NaN
-96;50;2,22044604925031E-16;1
-96;52;3,46944695195361E-18;1
-96;54;2,22044604925031E-16;1
-96;56;0;NaN
-96;58;0;NaN
-96;60;0;NaN
-96;62;1,11022302462516E-16;1
-96;64;0;NaN
-96;66;0;NaN
-96;68;1,11022302462516E-16;1
-96;70;2,22044604925031E-16;1
-96;72;1,11022302462516E-16;1
-96;74;3,46944695195361E-17;1
-96;76;1,11022302462516E-16;1
-96;78;2,22044604925031E-16;1
-96;80;0;NaN
-96;82;1,11022302462516E-16;1
-96;84;0;NaN
-96;86;1,11022302462516E-16;1
-96;88;1,11022302462516E-16;1
-96;90;0;NaN
-96;92;0;NaN
-96;94;0;NaN
-96;96;5,55111512312578E-17;1
-96;98;1,11022302462516E-16;1
-94;-98;5,55111512312578E-17;1
-94;-96;0;NaN
-94;-94;0;NaN
-94;-92;0;NaN
-94;-90;0;NaN
-94;-88;5,55111512312578E-17;1
-94;-86;0;NaN
-94;-84;0;NaN
-94;-82;2,77555756156289E-17;1
-94;-80;1,11022302462516E-16;1
-94;-78;0;NaN
-94;-76;5,55111512312578E-17;1
-94;-74;0;NaN
-94;-72;0;NaN
-94;-70;0;NaN
-94;-68;1,11022302462516E-16;1
-94;-66;0;NaN
-94;-64;0;NaN
-94;-62;0;NaN
-94;-60;3,46944695195361E-17;1
-94;-58;0;NaN
-94;-56;1,11022302462516E-16;1
-94;-54;0;NaN
-94;-52;0;NaN
-94;-50;5,55111512312578E-17;1
-94;-48;0;NaN
-94;-46;0;NaN
-94;-44;2,77555756156289E-17;1
-94;-42;0;NaN
-94;-40;1,11022302462516E-16;1
-94;-38;9,0205620750794E-17;1
-94;-36;0;NaN
-94;-34;0;NaN
-94;-32;5,55111512312578E-17;1
-94;-30;1,11022302462516E-16;1
-94;-28;0;NaN
-94;-26;0;NaN
-94;-24;0;NaN
-94;-22;0;NaN
-94;-20;0;NaN
-94;-18;0;NaN
-94;-16;3,46944695195361E-17;1
-94;-14;1,11022302462516E-16;1
-94;-12;1,11022302462516E-16;1
-94;-10;5,55111512312578E-17;1
-94;-8;0;NaN
-94;-6;0;NaN
-94;-4;0;NaN
-94;-2;0;NaN
-94;0;0;NaN
-94;2;0;NaN
-94;4;0;NaN
-94;6;0;NaN
-94;8;0;NaN
-94;10;1,11022302462516E-16;1
-94;12;5,55111512312578E-17;1
-94;14;1,11022302462516E-16;1
-94;16;0;NaN
-94;18;0;NaN
-94;20;1,11022302462516E-16;1
-94;22;0;NaN
-94;24;0;NaN
-94;26;0;NaN
-94;28;0;NaN
-94;30;1,11022302462516E-16;1
-94;32;1,11022302462516E-16;1
-94;34;0;NaN
-94;36;0;NaN
-94;38;1,11022302462516E-16;1
-94;40;1,11022302462516E-16;1
-94;42;1,11022302462516E-16;1
-94;44;0;NaN
-94;46;0;NaN
-94;48;0;NaN
-94;50;5,89805981832114E-17;1
-94;52;0;NaN
-94;54;0;NaN
-94;56;5,55111512312578E-17;1
-94;58;0;NaN
-94;60;0;NaN
-94;62;0;NaN
-94;64;1,11022302462516E-16;1
-94;66;0;NaN
-94;68;1,11022302462516E-16;1
-94;70;1,11022302462516E-16;1
-94;72;2,08166817117217E-17;1
-94;74;0;NaN
-94;76;0;NaN
-94;78;0;NaN
-94;80;1,11022302462516E-16;1
-94;82;0;NaN
-94;84;0;NaN
-94;86;0;NaN
-94;88;5,55111512312578E-17;1
-94;90;0;NaN
-94;92;0;NaN
-94;94;0;NaN
-94;96;0;NaN
-94;98;0;NaN
-92;-98;0;NaN
-92;-96;5,55111512312578E-17;1
-92;-94;1,11022302462516E-16;1
-92;-92;0;NaN
-92;-90;1,11022302462516E-16;1
-92;-88;1,11022302462516E-16;1
-92;-86;0;NaN
-92;-84;8,32667268468867E-17;1
-92;-82;0;NaN
-92;-80;0;NaN
-92;-78;1,11022302462516E-16;1
-92;-76;0;NaN
-92;-74;5,55111512312578E-17;1
-92;-72;0;NaN
-92;-70;0;NaN
-92;-68;1,11022302462516E-16;1
-92;-66;1,11022302462516E-16;1
-92;-64;0;NaN
-92;-62;1,45716771982052E-16;1
-92;-60;0;NaN
-92;-58;0;NaN
-92;-56;5,55111512312578E-17;1
-92;-54;1,11022302462516E-16;1
-92;-52;5,55111512312578E-17;1
-92;-50;1,11022302462516E-16;1
-92;-48;1,11022302462516E-16;1
-92;-46;8,32667268468867E-17;1
-92;-44;1,11022302462516E-16;1
-92;-42;0;NaN
-92;-40;7,63278329429795E-17;1
-92;-38;1,11022302462516E-16;1
-92;-36;1,11022302462516E-16;1
-92;-34;0;NaN
-92;-32;0;NaN
-92;-30;5,55111512312578E-17;1
-92;-28;0;NaN
-92;-26;1,11022302462516E-16;1
-92;-24;0;NaN
-92;-22;1,11022302462516E-16;1
-92;-20;0;NaN
-92;-18;2,08166817117217E-17;1
-92;-16;1,11022302462516E-16;1
-92;-14;1,11022302462516E-16;1
-92;-12;5,55111512312578E-17;1
-92;-10;1,11022302462516E-16;1
-92;-8;0;NaN
-92;-6;1,11022302462516E-16;1
-92;-4;0;NaN
-92;-2;8,32667268468867E-17;1
-92;0;0;NaN
-92;2;1,11022302462516E-16;1
-92;4;5,55111512312578E-17;1
-92;6;1,11022302462516E-16;1
-92;8;0;NaN
-92;10;1,11022302462516E-16;1
-92;12;1,11022302462516E-16;1
-92;14;1,11022302462516E-16;1
-92;16;1,11022302462516E-16;1
-92;18;0;NaN
-92;20;5,55111512312578E-17;1
-92;22;1,11022302462516E-16;1
-92;24;0;NaN
-92;26;1,11022302462516E-16;1
-92;28;0;NaN
-92;30;1,11022302462516E-16;1
-92;32;0;NaN
-92;34;0;NaN
-92;36;1,11022302462516E-16;1
-92;38;1,11022302462516E-16;1
-92;40;1,11022302462516E-16;1
-92;42;0;NaN
-92;44;1,11022302462516E-16;1
-92;46;1,11022302462516E-16;1
-92;48;1,14491749414469E-16;1
-92;50;1,11022302462516E-16;1
-92;52;0;NaN
-92;54;5,55111512312578E-17;1
-92;56;0;NaN
-92;58;0;NaN
-92;60;0;NaN
-92;62;1,11022302462516E-16;1
-92;64;0;NaN
-92;66;1,11022302462516E-16;1
-92;68;1,11022302462516E-16;1
-92;70;2,08166817117217E-17;1
-92;72;0;NaN
-92;74;0;NaN
-92;76;0;NaN
-92;78;1,11022302462516E-16;1
-92;80;0;NaN
-92;82;0;NaN
-92;84;1,11022302462516E-16;1
-92;86;0;NaN
-92;88;1,11022302462516E-16;1
-92;90;1,11022302462516E-16;1
-92;92;0;NaN
-92;94;1,11022302462516E-16;1
-92;96;0;NaN
-92;98;0;NaN
-90;-98;1,11022302462516E-16;1
-90;-96;0;NaN
-90;-94;0;NaN
-90;-92;1,11022302462516E-16;1
-90;-90;0;NaN
-90;-88;0;NaN
-90;-86;8,32667268468867E-17;1
-90;-84;0;NaN
-90;-82;2,22044604925031E-16;1
-90;-80;0;NaN
-90;-78;1,11022302462516E-16;1
-90;-76;2,22044604925031E-16;1
-90;-74;0;NaN
-90;-72;1,11022302462516E-16;1
-90;-70;1,11022302462516E-16;1
-90;-68;0;NaN
-90;-66;1,11022302462516E-16;1
-90;-64;3,46944695195361E-17;1
-90;-62;1,11022302462516E-16;1
-90;-60;0;NaN
-90;-58;5,55111512312578E-17;1
-90;-56;0;NaN
-90;-54;1,11022302462516E-16;1
-90;-52;0;NaN
-90;-50;0;NaN
-90;-48;1,38777878078145E-16;1
-90;-46;0;NaN
-90;-44;0;NaN
-90;-42;7,63278329429795E-17;1
-90;-40;1,11022302462516E-16;1
-90;-38;1,11022302462516E-16;1
-90;-36;1,11022302462516E-16;1
-90;-34;1,11022302462516E-16;1
-90;-32;5,55111512312578E-17;1
-90;-30;0;NaN
-90;-28;1,11022302462516E-16;1
-90;-26;0;NaN
-90;-24;0;NaN
-90;-22;2,22044604925031E-16;1
-90;-20;2,08166817117217E-17;1
-90;-18;1,11022302462516E-16;1
-90;-16;0;NaN
-90;-14;0;NaN
-90;-12;1,11022302462516E-16;1
-90;-10;1,11022302462516E-16;1
-90;-8;0;NaN
-90;-6;3,33066907387547E-16;1
-90;-4;2,77555756156289E-17;1
-90;-2;0;NaN
-90;0;0;NaN
-90;2;5,55111512312578E-17;1
-90;4;0;NaN
-90;6;3,33066907387547E-16;1
-90;8;0;NaN
-90;10;1,11022302462516E-16;1
-90;12;1,11022302462516E-16;1
-90;14;0;NaN
-90;16;0;NaN
-90;18;5,55111512312578E-17;1
-90;20;0;NaN
-90;22;2,22044604925031E-16;1
-90;24;0;NaN
-90;26;0;NaN
-90;28;1,11022302462516E-16;1
-90;30;5,55111512312578E-17;1
-90;32;0;NaN
-90;34;1,11022302462516E-16;1
-90;36;1,11022302462516E-16;1
-90;38;1,11022302462516E-16;1
-90;40;1,11022302462516E-16;1
-90;42;1,11022302462516E-16;1
-90;44;0;NaN
-90;46;3,46944695195361E-18;1
-90;48;1,11022302462516E-16;1
-90;50;0;NaN
-90;52;5,55111512312578E-17;1
-90;54;1,11022302462516E-16;1
-90;56;0;NaN
-90;58;0;NaN
-90;60;0;NaN
-90;62;1,11022302462516E-16;1
-90;64;0;NaN
-90;66;1,11022302462516E-16;1
-90;68;2,08166817117217E-17;1
-90;70;1,11022302462516E-16;1
-90;72;1,11022302462516E-16;1
-90;74;5,55111512312578E-17;1
-90;76;2,22044604925031E-16;1
-90;78;1,11022302462516E-16;1
-90;80;0;NaN
-90;82;2,22044604925031E-16;1
-90;84;0;NaN
-90;86;1,11022302462516E-16;1
-90;88;0;NaN
-90;90;0;NaN
-90;92;1,11022302462516E-16;1
-90;94;0;NaN
-90;96;0;NaN
-90;98;1,11022302462516E-16;1
-88;-98;0;NaN
-88;-96;0;NaN
-88;-94;0;NaN
-88;-92;0;NaN
-88;-90;0;NaN
-88;-88;0;NaN
-88;-86;1,11022302462516E-16;1
-88;-84;0;NaN
-88;-82;0;NaN
-88;-80;0;NaN
-88;-78;5,55111512312578E-17;1
-88;-76;0;NaN
-88;-74;0;NaN
-88;-72;2,77555756156289E-17;1
-88;-70;0;NaN
-88;-68;0;NaN
-88;-66;1,38777878078145E-17;1
-88;-64;0;NaN
-88;-62;1,11022302462516E-16;1
-88;-60;5,55111512312578E-17;1
-88;-58;1,11022302462516E-16;1
-88;-56;0;NaN
-88;-54;0;NaN
-88;-52;0;NaN
-88;-50;0;NaN
-88;-48;0;NaN
-88;-46;0;NaN
-88;-44;6,93889390390723E-18;1
-88;-42;0;NaN
-88;-40;0;NaN
-88;-38;0;NaN
-88;-36;0;NaN
-88;-34;5,55111512312578E-17;1
-88;-32;0;NaN
-88;-30;0;NaN
-88;-28;2,77555756156289E-17;1
-88;-26;0;NaN
-88;-24;1,11022302462516E-16;1
-88;-22;6,93889390390723E-18;1
-88;-20;1,11022302462516E-16;1
-88;-18;0;NaN
-88;-16;0;NaN
-88;-14;1,11022302462516E-16;1
-88;-12;0;NaN
-88;-10;0;NaN
-88;-8;0;NaN
-88;-6;2,77555756156289E-17;1
-88;-4;1,11022302462516E-16;1
-88;-2;0;NaN
-88;0;0;NaN
-88;2;0;NaN
-88;4;1,11022302462516E-16;1
-88;6;0;NaN
-88;8;0;NaN
-88;10;0;NaN
-88;12;0;NaN
-88;14;1,11022302462516E-16;1
-88;16;0;NaN
-88;18;0;NaN
-88;20;1,11022302462516E-16;1
-88;22;6,93889390390723E-18;1
-88;24;1,11022302462516E-16;1
-88;26;0;NaN
-88;28;0;NaN
-88;30;0;NaN
-88;32;0;NaN
-88;34;0;NaN
-88;36;0;NaN
-88;38;0;NaN
-88;40;0;NaN
-88;42;0;NaN
-88;44;1,04083408558608E-17;1
-88;46;0;NaN
-88;48;0;NaN
-88;50;0;NaN
-88;52;0;NaN
-88;54;0;NaN
-88;56;0;NaN
-88;58;1,11022302462516E-16;1
-88;60;0;NaN
-88;62;1,11022302462516E-16;1
-88;64;0;NaN
-88;66;1,38777878078145E-17;1
-88;68;0;NaN
-88;70;0;NaN
-88;72;0;NaN
-88;74;0;NaN
-88;76;0;NaN
-88;78;0;NaN
-88;80;0;NaN
-88;82;0;NaN
-88;84;0;NaN
-88;86;1,11022302462516E-16;1
-88;88;0;NaN
-88;90;0;NaN
-88;92;0;NaN
-88;94;0;NaN
-88;96;0;NaN
-88;98;0;NaN
-86;-98;1,11022302462516E-16;1
-86;-96;5,55111512312578E-17;1
-86;-94;2,22044604925031E-16;1
-86;-92;0;NaN
-86;-90;8,32667268468867E-17;1
-86;-88;0;NaN
-86;-86;0;NaN
-86;-84;2,22044604925031E-16;1
-86;-82;0;NaN
-86;-80;0;NaN
-86;-78;1,11022302462516E-16;1
-86;-76;1,11022302462516E-16;1
-86;-74;0;NaN
-86;-72;1,11022302462516E-16;1
-86;-70;0;NaN
-86;-68;3,46944695195361E-17;1
-86;-66;2,22044604925031E-16;1
-86;-64;1,11022302462516E-16;1
-86;-62;2,77555756156289E-16;1
-86;-60;0;NaN
-86;-58;0;NaN
-86;-56;1,11022302462516E-16;1
-86;-54;0;NaN
-86;-52;2,77555756156289E-17;1
-86;-50;0;NaN
-86;-48;1,11022302462516E-16;1
-86;-46;1,45716771982052E-16;1
-86;-44;0;NaN
-86;-42;1,11022302462516E-16;1
-86;-40;1,11022302462516E-16;1
-86;-38;0;NaN
-86;-36;5,55111512312578E-17;1
-86;-34;1,11022302462516E-16;1
-86;-32;2,22044604925031E-16;1
-86;-30;0;NaN
-86;-28;0;NaN
-86;-26;1,11022302462516E-16;1
-86;-24;2,08166817117217E-17;1
-86;-22;1,11022302462516E-16;1
-86;-20;0;NaN
-86;-18;5,55111512312578E-17;1
-86;-16;1,11022302462516E-16;1
-86;-14;0;NaN
-86;-12;1,11022302462516E-16;1
-86;-10;2,22044604925031E-16;1
-86;-8;2,77555756156289E-17;1
-86;-6;1,11022302462516E-16;1
-86;-4;1,11022302462516E-16;1
-86;-2;5,55111512312578E-17;1
-86;0;0;NaN
-86;2;1,11022302462516E-16;1
-86;4;1,11022302462516E-16;1
-86;6;1,11022302462516E-16;1
-86;8;0;NaN
-86;10;2,22044604925031E-16;1
-86;12;1,11022302462516E-16;1
-86;14;0;NaN
-86;16;1,11022302462516E-16;1
-86;18;0;NaN
-86;20;0;NaN
-86;22;1,11022302462516E-16;1
-86;24;0;NaN
-86;26;1,11022302462516E-16;1
-86;28;0;NaN
-86;30;0;NaN
-86;32;2,22044604925031E-16;1
-86;34;1,11022302462516E-16;1
-86;36;5,55111512312578E-17;1
-86;38;0;NaN
-86;40;1,11022302462516E-16;1
-86;42;1,14491749414469E-16;1
-86;44;0;NaN
-86;46;1,11022302462516E-16;1
-86;48;1,66533453693773E-16;1
-86;50;0;NaN
-86;52;0;NaN
-86;54;0;NaN
-86;56;1,11022302462516E-16;1
-86;58;0;NaN
-86;60;0;NaN
-86;62;3,33066907387547E-16;1
-86;64;9,0205620750794E-17;1
-86;66;2,22044604925031E-16;1
-86;68;0;NaN
-86;70;0;NaN
-86;72;1,11022302462516E-16;1
-86;74;0;NaN
-86;76;1,11022302462516E-16;1
-86;78;1,11022302462516E-16;1
-86;80;0;NaN
-86;82;0;NaN
-86;84;2,22044604925031E-16;1
-86;86;0;NaN
-86;88;0;NaN
-86;90;1,11022302462516E-16;1
-86;92;0;NaN
-86;94;2,22044604925031E-16;1
-86;96;0;NaN
-86;98;1,11022302462516E-16;1
-84;-98;0;NaN
-84;-96;0;NaN
-84;-94;0;NaN
-84;-92;2,77555756156289E-17;1
-84;-90;0;NaN
-84;-88;1,11022302462516E-16;1
-84;-86;1,11022302462516E-16;1
-84;-84;0;NaN
-84;-82;1,11022302462516E-16;1
-84;-80;0;NaN
-84;-78;1,11022302462516E-16;1
-84;-76;0;NaN
-84;-74;0;NaN
-84;-72;1,11022302462516E-16;1
-84;-70;3,46944695195361E-17;1
-84;-68;0;NaN
-84;-66;1,11022302462516E-16;1
-84;-64;5,55111512312578E-17;1
-84;-62;0;NaN
-84;-60;0;NaN
-84;-58;1,11022302462516E-16;1
-84;-56;1,11022302462516E-16;1
-84;-54;8,32667268468867E-17;1
-84;-52;0;NaN
-84;-50;2,22044604925031E-16;1
-84;-48;7,63278329429795E-17;1
-84;-46;1,11022302462516E-16;1
-84;-44;0;NaN
-84;-42;0;NaN
-84;-40;1,11022302462516E-16;1
-84;-38;5,55111512312578E-17;1
-84;-36;0;NaN
-84;-34;2,22044604925031E-16;1
-84;-32;1,11022302462516E-16;1
-84;-30;1,11022302462516E-16;1
-84;-28;0;NaN
-84;-26;9,0205620750794E-17;1
-84;-24;1,11022302462516E-16;1
-84;-22;2,22044604925031E-16;1
-84;-20;5,55111512312578E-17;1
-84;-18;1,11022302462516E-16;1
-84;-16;0;NaN
-84;-14;0;NaN
-84;-12;0;NaN
-84;-10;2,77555756156289E-17;1
-84;-8;0;NaN
-84;-6;1,11022302462516E-16;1
-84;-4;5,55111512312578E-17;1
-84;-2;1,11022302462516E-16;1
-84;0;0;NaN
-84;2;1,11022302462516E-16;1
-84;4;1,11022302462516E-16;1
-84;6;1,11022302462516E-16;1
-84;8;0;NaN
-84;10;0;NaN
-84;12;5,55111512312578E-17;1
-84;14;1,11022302462516E-16;1
-84;16;0;NaN
-84;18;1,11022302462516E-16;1
-84;20;0;NaN
-84;22;2,22044604925031E-16;1
-84;24;1,11022302462516E-16;1
-84;26;1,11022302462516E-16;1
-84;28;0;NaN
-84;30;1,11022302462516E-16;1
-84;32;1,11022302462516E-16;1
-84;34;2,22044604925031E-16;1
-84;36;0;NaN
-84;38;1,11022302462516E-16;1
-84;40;1,14491749414469E-16;1
-84;42;0;NaN
-84;44;0;NaN
-84;46;5,55111512312578E-17;1
-84;48;1,11022302462516E-16;1
-84;50;2,22044604925031E-16;1
-84;52;0;NaN
-84;54;1,11022302462516E-16;1
-84;56;1,11022302462516E-16;1
-84;58;1,11022302462516E-16;1
-84;60;0;NaN
-84;62;2,08166817117217E-17;1
-84;64;0;NaN
-84;66;1,11022302462516E-16;1
-84;68;0;NaN
-84;70;0;NaN
-84;72;1,11022302462516E-16;1
-84;74;0;NaN
-84;76;0;NaN
-84;78;1,11022302462516E-16;1
-84;80;0;NaN
-84;82;1,11022302462516E-16;1
-84;84;0;NaN
-84;86;1,11022302462516E-16;1
-84;88;1,11022302462516E-16;1
-84;90;0;NaN
-84;92;0;NaN
-84;94;0;NaN
-84;96;0;NaN
-84;98;0;NaN
-82;-98;1,11022302462516E-16;1
-82;-96;0;NaN
-82;-94;2,77555756156289E-17;1
-82;-92;0;NaN
-82;-90;0;NaN
-82;-88;0;NaN
-82;-86;0;NaN
-82;-84;0;NaN
-82;-82;1,11022302462516E-16;1
-82;-80;0;NaN
-82;-78;0;NaN
-82;-76;0;NaN
-82;-74;0;NaN
-82;-72;7,63278329429795E-17;1
-82;-70;0;NaN
-82;-68;0;NaN
-82;-66;5,55111512312578E-17;1
-82;-64;0;NaN
-82;-62;0;NaN
-82;-60;0;NaN
-82;-58;0;NaN
-82;-56;1,38777878078145E-16;1
-82;-54;1,11022302462516E-16;1
-82;-52;1,11022302462516E-16;1
-82;-50;3,46944695195361E-17;1
-82;-48;0;NaN
-82;-46;0;NaN
-82;-44;5,55111512312578E-17;1
-82;-42;0;NaN
-82;-40;5,55111512312578E-17;1
-82;-38;0;NaN
-82;-36;0;NaN
-82;-34;0;NaN
-82;-32;0;NaN
-82;-30;0;NaN
-82;-28;2,08166817117217E-17;1
-82;-26;1,11022302462516E-16;1
-82;-24;0;NaN
-82;-22;5,55111512312578E-17;1
-82;-20;0;NaN
-82;-18;0;NaN
-82;-16;0;NaN
-82;-14;0;NaN
-82;-12;8,32667268468867E-17;1
-82;-10;0;NaN
-82;-8;0;NaN
-82;-6;5,55111512312578E-17;1
-82;-4;1,11022302462516E-16;1
-82;-2;1,11022302462516E-16;1
-82;0;0;NaN
-82;2;1,11022302462516E-16;1
-82;4;1,11022302462516E-16;1
-82;6;0;NaN
-82;8;0;NaN
-82;10;5,55111512312578E-17;1
-82;12;1,11022302462516E-16;1
-82;14;0;NaN
-82;16;0;NaN
-82;18;0;NaN
-82;20;0;NaN
-82;22;5,55111512312578E-17;1
-82;24;0;NaN
-82;26;0;NaN
-82;28;0;NaN
-82;30;0;NaN
-82;32;0;NaN
-82;34;0;NaN
-82;36;0;NaN
-82;38;3,46944695195361E-18;1
-82;40;1,11022302462516E-16;1
-82;42;0;NaN
-82;44;5,55111512312578E-17;1
-82;46;0;NaN
-82;48;0;NaN
-82;50;0;NaN
-82;52;1,11022302462516E-16;1
-82;54;1,11022302462516E-16;1
-82;56;1,11022302462516E-16;1
-82;58;0;NaN
-82;60;2,08166817117217E-17;1
-82;62;0;NaN
-82;64;0;NaN
-82;66;5,55111512312578E-17;1
-82;68;0;NaN
-82;70;1,11022302462516E-16;1
-82;72;1,11022302462516E-16;1
-82;74;0;NaN
-82;76;0;NaN
-82;78;0;NaN
-82;80;0;NaN
-82;82;1,11022302462516E-16;1
-82;84;0;NaN
-82;86;0;NaN
-82;88;0;NaN
-82;90;0;NaN
-82;92;0;NaN
-82;94;0;NaN
-82;96;0;NaN
-82;98;1,11022302462516E-16;1
-80;-98;2,22044604925031E-16;1
-80;-96;2,77555756156289E-17;1
-80;-94;1,11022302462516E-16;1
-80;-92;0;NaN
-80;-90;0;NaN
-80;-88;1,11022302462516E-16;1
-80;-86;1,11022302462516E-16;1
-80;-84;0;NaN
-80;-82;1,11022302462516E-16;1
-80;-80;2,77555756156289E-17;1
-80;-78;0;NaN
-80;-76;0;NaN
-80;-74;2,08166817117217E-17;1
-80;-72;1,11022302462516E-16;1
-80;-70;1,11022302462516E-16;1
-80;-68;5,55111512312578E-17;1
-80;-66;0;NaN
-80;-64;0;NaN
-80;-62;0;NaN
-80;-60;0;NaN
-80;-58;0;NaN
-80;-56;1,11022302462516E-16;1
-80;-54;2,22044604925031E-16;1
-80;-52;3,46944695195361E-17;1
-80;-50;0;NaN
-80;-48;2,22044604925031E-16;1
-80;-46;0;NaN
-80;-44;1,11022302462516E-16;1
-80;-42;0;NaN
-80;-40;0;NaN
-80;-38;1,11022302462516E-16;1
-80;-36;0;NaN
-80;-34;1,11022302462516E-16;1
-80;-32;1,11022302462516E-16;1
-80;-30;2,08166817117217E-17;1
-80;-28;0;NaN
-80;-26;1,11022302462516E-16;1
-80;-24;5,55111512312578E-17;1
-80;-22;0;NaN
-80;-20;0;NaN
-80;-18;1,11022302462516E-16;1
-80;-16;0;NaN
