x;g_ginvx;absoluteError;relativeError
-0,184;-0,184;0;0
-0,183;-0,183;0;0
-0,182;-0,182;2,77555756156289E-17;1,52503162723236E-16
-0,181;-0,181;0;0
-0,18;-0,18;0;0
-0,179;-0,179;2,77555756156289E-17;1,55059081651558E-16
-0,178;-0,178;2,77555756156289E-17;1,55930200087803E-16
-0,177;-0,177;0;0
-0,176;-0,176;2,77555756156289E-17;1,5770213417971E-16
-0,175;-0,175;2,77555756156289E-17;1,58603289232165E-16
-0,174;-0,174;2,77555756156289E-17;1,59514802388672E-16
-0,173;-0,173;2,77555756156289E-17;1,60436853269532E-16
-0,172;-0,172;0;0
-0,171;-0,171;2,77555756156289E-17;1,62313307693737E-16
-0,17;-0,17;0;0
-0,169;-0,169;2,77555756156289E-17;1,64234175240408E-16
-0,168;-0,168;0;0
-0,167;-0,167;0;0
-0,166;-0,166;0;0
-0,165;-0,165;2,77555756156289E-17;1,68215609791691E-16
-0,164;-0,164;0;0
-0,163;-0,163;0;0
-0,162;-0,162;0;0
-0,161;-0,161;0;0
-0,16;-0,16;0;0
-0,159;-0,159;2,77555756156289E-17;1,74563368651754E-16
-0,158;-0,158;0;0
-0,157;-0,157;0;0
-0,156;-0,156;0;0
-0,155;-0,155;0;0
-0,154;-0,154;2,77555756156289E-17;1,80231010491097E-16
-0,153;-0,153;0;0
-0,152;-0,152;2,77555756156289E-17;1,82602471155454E-16
-0,151;-0,151;0;0
-0,15;-0,15;0;0
-0,149;-0,149;2,77555756156289E-17;1,86279030977376E-16
-0,148;-0,148;0;0
-0,147;-0,147;0;0
-0,146;-0,146;0;0
-0,145;-0,145;0;0
-0,144;-0,144;0;0
-0,143;-0,143;0;0
-0,142;-0,142;0;0
-0,141;-0,141;0;0
-0,14;-0,14;0;0
-0,139;-0,139;2,77555756156289E-17;1,99680400112439E-16
-0,138;-0,138;0;0
-0,137;-0,137;0;0
-0,136;-0,136;2,77555756156289E-17;2,04085114820801E-16
-0,135;-0,135;0;0
-0,134;-0,134;0;0
-0,133;-0,133;0;0
-0,132;-0,132;0;0
-0,131;-0,131;0;0
-0,13;-0,13;0;0
-0,129;-0,129;0;0
-0,128;-0,128;0;0
-0,127;-0,127;0;0
-0,126;-0,126;0;0
-0,125;-0,125;0;0
-0,124;-0,124;1,38777878078145E-17;1,11917643611407E-16
-0,123;-0,123;1,38777878078145E-17;1,12827543152963E-16
-0,122;-0,122;1,38777878078145E-17;1,13752359080447E-16
-0,121;-0,121;1,38777878078145E-17;1,14692461221607E-16
-0,12;-0,12;1,38777878078145E-17;1,15648231731787E-16
-0,119;-0,119;2,77555756156289E-17;2,33240131223773E-16
-0,118;-0,118;0;0
-0,117;-0,117;1,38777878078145E-17;1,18613571006962E-16
-0,116;-0,116;2,77555756156289E-17;2,39272203583009E-16
-0,115;-0,115;1,38777878078145E-17;1,20676415720126E-16
-0,114;-0,114;0;0
-0,113;-0,113;1,38777878078145E-17;1,22812281485084E-16
-0,112;-0,112;0;0
-0,111;-0,111;0;0
-0,11;-0,11;1,38777878078145E-17;1,26161707343768E-16
-0,109;-0,109;1,38777878078145E-17;1,27319154200133E-16
-0,108;-0,108;0;0
-0,107;-0,107;1,38777878078145E-17;1,29698951474902E-16
-0,106;-0,106;1,38777878078145E-17;1,30922526488816E-16
-0,105;-0,105;0;0
-0,104;-0,104;0;0
-0,103;-0,103;1,38777878078145E-17;1,34735803959364E-16
-0,102;-0,102;0;0
-0,101;-0,101;0;0
-0,0999999999999996;-0,0999999999999997;1,38777878078145E-17;1,38777878078145E-16
-0,0989999999999996;-0,0989999999999996;1,38777878078145E-17;1,40179674826409E-16
-0,0979999999999996;-0,0979999999999996;0;0
-0,0969999999999996;-0,0969999999999997;1,38777878078145E-17;1,4306997740015E-16
-0,0959999999999996;-0,0959999999999996;0;0
-0,0949999999999996;-0,0949999999999996;0;0
-0,0939999999999996;-0,0939999999999996;0;0
-0,0929999999999996;-0,0929999999999996;0;0
-0,0919999999999996;-0,0919999999999996;0;0
-0,0909999999999996;-0,0909999999999997;1,38777878078145E-17;1,52503162723236E-16
-0,0899999999999996;-0,0899999999999996;0;0
-0,0889999999999996;-0,0889999999999996;1,38777878078145E-17;1,55930200087804E-16
-0,0879999999999996;-0,0879999999999996;1,38777878078145E-17;1,5770213417971E-16
-0,0869999999999996;-0,0869999999999996;1,38777878078145E-17;1,59514802388673E-16
-0,0859999999999996;-0,0859999999999996;0;0
-0,0849999999999996;-0,0849999999999996;1,38777878078145E-17;1,63268091856641E-16
-0,0839999999999996;-0,0839999999999996;0;0
-0,0829999999999996;-0,0829999999999996;0;0
-0,0819999999999996;-0,0819999999999996;0;0
-0,0809999999999996;-0,0809999999999996;0;0
-0,0799999999999996;-0,0799999999999996;0;0
-0,0789999999999996;-0,0789999999999996;1,38777878078145E-17;1,75668200098918E-16
-0,0779999999999996;-0,0779999999999996;1,38777878078145E-17;1,77920356510443E-16
-0,0769999999999996;-0,0769999999999996;0;0
-0,0759999999999996;-0,0759999999999996;1,38777878078145E-17;1,82602471155454E-16
-0,0749999999999996;-0,0749999999999996;0;0
-0,0739999999999996;-0,0739999999999996;0;0
-0,0729999999999996;-0,0729999999999996;1,38777878078145E-17;1,90106682298829E-16
-0,0719999999999996;-0,0719999999999996;0;0
-0,0709999999999996;-0,0709999999999996;1,38777878078145E-17;1,95461800110064E-16
-0,0699999999999996;-0,0699999999999996;0;0
-0,0689999999999996;-0,0689999999999996;0;0
-0,0679999999999996;-0,0679999999999996;1,38777878078145E-17;2,04085114820802E-16
-0,0669999999999996;-0,0669999999999996;1,38777878078145E-17;2,07131161310665E-16
-0,0659999999999996;-0,0659999999999996;0;0
-0,0649999999999996;-0,0649999999999996;0;0
-0,0639999999999996;-0,0639999999999996;0;0
-0,0629999999999996;-0,0629999999999996;0;0
-0,0619999999999996;-0,0619999999999996;6,93889390390723E-18;1,11917643611408E-16
-0,0609999999999996;-0,0609999999999996;0;0
-0,0599999999999996;-0,0599999999999996;0;0
-0,0589999999999996;-0,0589999999999996;0;0
-0,0579999999999996;-0,0579999999999996;0;0
-0,0569999999999996;-0,0569999999999996;6,93889390390723E-18;1,21734980770303E-16
-0,0559999999999996;-0,0559999999999996;6,93889390390723E-18;1,2390881971263E-16
-0,0549999999999996;-0,0549999999999996;6,93889390390723E-18;1,26161707343769E-16
-0,0539999999999996;-0,0539999999999996;0;0
-0,0529999999999996;-0,0529999999999996;6,93889390390723E-18;1,30922526488817E-16
-0,0519999999999996;-0,0519999999999996;0;0
-0,0509999999999996;-0,0509999999999996;6,93889390390723E-18;1,36056743213868E-16
-0,0499999999999996;-0,0499999999999996;0;0
-0,0489999999999996;-0,0489999999999996;0;0
-0,0479999999999996;-0,0479999999999996;0;0
-0,0469999999999996;-0,0469999999999996;0;0
-0,0459999999999996;-0,0459999999999996;0;0
-0,0449999999999996;-0,0449999999999996;0;0
-0,0439999999999996;-0,0439999999999996;6,93889390390723E-18;1,57702134179711E-16
-0,0429999999999996;-0,0429999999999996;0;0
-0,0419999999999996;-0,0419999999999996;0;0
-0,0409999999999996;-0,0409999999999996;6,93889390390723E-18;1,69241314729446E-16
-0,0399999999999996;-0,0399999999999996;6,93889390390723E-18;1,73472347597683E-16
-0,0389999999999996;-0,0389999999999996;0;0
-0,0379999999999996;-0,0379999999999996;0;0
-0,0369999999999996;-0,0369999999999996;0;0
-0,0359999999999996;-0,0359999999999996;0;0
-0,0349999999999996;-0,0349999999999996;0;0
-0,0339999999999996;-0,0339999999999996;0;0
-0,0329999999999996;-0,0329999999999996;0;0
-0,0319999999999996;-0,0319999999999996;0;0
-0,0309999999999996;-0,0309999999999996;3,46944695195361E-18;1,11917643611408E-16
-0,0299999999999996;-0,0299999999999996;0;0
-0,0289999999999996;-0,0289999999999996;3,46944695195361E-18;1,19636101791506E-16
-0,0279999999999996;-0,0279999999999996;3,46944695195361E-18;1,23908819712631E-16
-0,0269999999999996;-0,0269999999999996;3,46944695195361E-18;1,28498035257543E-16
-0,0259999999999996;-0,0259999999999996;3,46944695195361E-18;1,33440267382834E-16
-0,0249999999999996;-0,0249999999999996;3,46944695195361E-18;1,38777878078147E-16
-0,0239999999999996;-0,0239999999999996;0;0
-0,0229999999999996;-0,0229999999999996;0;0
-0,0219999999999996;-0,0219999999999996;0;0
-0,0209999999999996;-0,0209999999999996;3,46944695195361E-18;1,65211759616842E-16
-0,0199999999999996;-0,0199999999999996;0;0
-0,0189999999999996;-0,0189999999999996;0;0
-0,0179999999999996;-0,0179999999999996;0;0
-0,0169999999999996;-0,0169999999999996;0;0
-0,0159999999999996;-0,0159999999999996;3,46944695195361E-18;2,16840434497107E-16
-0,0149999999999996;-0,0149999999999996;1,73472347597681E-18;1,1564823173179E-16
-0,0139999999999996;-0,0139999999999996;0;0
-0,0129999999999996;-0,0129999999999996;0;0
-0,0119999999999996;-0,0119999999999996;1,73472347597681E-18;1,44560289664739E-16
-0,0109999999999996;-0,0109999999999996;1,73472347597681E-18;1,57702134179716E-16
-0,00999999999999956;-0,00999999999999956;0;0
-0,00899999999999956;-0,00899999999999956;0;0
-0,00799999999999956;-0,00799999999999956;0;0
-0,00699999999999956;-0,00699999999999956;8,67361737988404E-19;1,23908819712637E-16
-0,00599999999999956;-0,00599999999999956;8,67361737988404E-19;1,44560289664744E-16
-0,00499999999999956;-0,00499999999999956;0;0
-0,00399999999999956;-0,00399999999999956;0;0
-0,00299999999999956;-0,00299999999999956;0;0
-0,00199999999999956;-0,00199999999999956;4,33680868994202E-19;2,16840434497148E-16
-0,000999999999999563;-0,000999999999999563;2,16840434497101E-19;2,16840434497196E-16
4,37150315946155E-16;4,37150315946155E-16;0;0
0,00100000000000044;0,00100000000000044;0;0
0,00200000000000044;0,00200000000000044;0;0
0,00300000000000044;0,00300000000000044;8,67361737988404E-19;2,89120579329426E-16
0,00400000000000044;0,00400000000000044;0;0
0,00500000000000044;0,00500000000000044;0;0
0,00600000000000044;0,00600000000000044;0;0
0,00700000000000044;0,00700000000000044;8,67361737988404E-19;1,23908819712621E-16
0,00800000000000044;0,00800000000000044;0;0
0,00900000000000044;0,00900000000000044;0;0
0,0100000000000004;0,0100000000000004;0;0
0,0110000000000004;0,0110000000000004;1,73472347597681E-18;1,57702134179703E-16
0,0120000000000004;0,0120000000000004;1,73472347597681E-18;1,44560289664729E-16
0,0130000000000004;0,0130000000000004;0;0
0,0140000000000004;0,0140000000000004;0;0
0,0150000000000004;0,0150000000000004;1,73472347597681E-18;1,15648231731784E-16
0,0160000000000004;0,0160000000000004;0;0
0,0170000000000004;0,0170000000000004;3,46944695195361E-18;2,04085114820795E-16
0,0180000000000004;0,0180000000000004;0;0
0,0190000000000004;0,0190000000000004;0;0
0,0200000000000004;0,0200000000000004;0;0
0,0210000000000004;0,0210000000000005;3,46944695195361E-18;1,65211759616835E-16
0,0220000000000005;0,0220000000000005;3,46944695195361E-18;1,57702134179706E-16
0,0230000000000005;0,0230000000000005;0;0
0,0240000000000005;0,0240000000000004;3,46944695195361E-18;1,44560289664731E-16
0,0250000000000005;0,0250000000000005;0;0
0,0260000000000005;0,0260000000000005;0;0
0,0270000000000005;0,0270000000000005;0;0
0,0280000000000005;0,0280000000000005;0;0
0,0290000000000005;0,0290000000000005;0;0
0,0300000000000005;0,0300000000000005;3,46944695195361E-18;1,15648231731785E-16
0,0310000000000005;0,0310000000000005;0;0
0,0320000000000005;0,0320000000000005;0;0
0,0330000000000005;0,0330000000000005;0;0
0,0340000000000005;0,0340000000000005;6,93889390390723E-18;2,04085114820798E-16
0,0350000000000005;0,0350000000000005;0;0
0,0360000000000005;0,0360000000000005;0;0
0,0370000000000005;0,0370000000000005;0;0
0,0380000000000005;0,0380000000000005;0;0
0,0390000000000005;0,0390000000000005;6,93889390390723E-18;1,7792035651044E-16
0,0400000000000005;0,0400000000000005;0;0
0,0410000000000005;0,0410000000000005;0;0
0,0420000000000005;0,0420000000000005;6,93889390390723E-18;1,65211759616837E-16
0,0430000000000005;0,0430000000000005;6,93889390390723E-18;1,61369625672259E-16
0,0440000000000005;0,0440000000000005;0;0
0,0450000000000005;0,0450000000000005;0;0
0,0460000000000005;0,0460000000000005;0;0
0,0470000000000005;0,0470000000000005;0;0
0,0480000000000005;0,0480000000000005;6,93889390390723E-18;1,44560289664732E-16
0,0490000000000005;0,0490000000000005;6,93889390390723E-18;1,41610079671575E-16
0,0500000000000005;0,0500000000000005;0;0
0,0510000000000005;0,0510000000000005;1,38777878078145E-17;2,72113486427732E-16
0,0520000000000005;0,0520000000000005;0;0
0,0530000000000005;0,0530000000000005;6,93889390390723E-18;1,30922526488814E-16
0,0540000000000005;0,0540000000000005;0;0
0,0550000000000005;0,0550000000000005;0;0
0,0560000000000005;0,0560000000000005;0;0
0,0570000000000005;0,0570000000000005;0;0
0,0580000000000005;0,0580000000000005;0;0
0,0590000000000005;0,0590000000000005;6,93889390390723E-18;1,17608371252664E-16
0,0600000000000005;0,0600000000000005;6,93889390390723E-18;1,15648231731786E-16
0,0610000000000005;0,0610000000000005;6,93889390390723E-18;1,13752359080445E-16
0,0620000000000005;0,0620000000000005;6,93889390390723E-18;1,11917643611406E-16
0,0630000000000005;0,0630000000000005;0;0
0,0640000000000005;0,0640000000000005;0;0
0,0650000000000005;0,0650000000000005;1,38777878078145E-17;2,13504427812528E-16
0,0660000000000005;0,0660000000000005;1,38777878078145E-17;2,10269512239611E-16
0,0670000000000005;0,0670000000000005;0;0
0,0680000000000005;0,0680000000000005;0;0
0,0690000000000005;0,0690000000000005;0;0
0,0700000000000005;0,0700000000000005;1,38777878078145E-17;1,98254111540205E-16
0,0710000000000005;0,0710000000000005;0;0
0,0720000000000005;0,0720000000000005;1,38777878078145E-17;1,92747052886311E-16
0,0730000000000005;0,0730000000000005;1,38777878078145E-17;1,90106682298827E-16
0,0740000000000005;0,0740000000000005;1,38777878078145E-17;1,87537673078572E-16
0,0750000000000005;0,0750000000000005;0;0
0,0760000000000005;0,0760000000000005;0;0
0,0770000000000005;0,0770000000000005;1,38777878078145E-17;1,80231010491096E-16
0,0780000000000005;0,0780000000000005;0;0
0,0790000000000005;0,0790000000000005;1,38777878078145E-17;1,75668200098916E-16
0,0800000000000005;0,0800000000000005;0;0
0,0810000000000005;0,0810000000000005;0;0
0,0820000000000005;0,0820000000000005;0;0
0,0830000000000005;0,0830000000000005;0;0
